time,Red,IR,X,Y,Z
52.50,101969,118736,0.030024,-0.03703,1.039845
52.55,102045,118998,0.029024,-0.036029,1.034841
52.60,102077,118748,0.026021,-0.032026,1.035842
52.65,101429,116760,0.030024,-0.036029,1.042847
52.70,101304,116803,0.03703,-0.036029,1.040846
52.75,101413,117040,0.036029,-0.035028,1.036842
52.80,101509,117189,0.030024,-0.038031,1.036842
52.85,101568,117253,0.030024,-0.035028,1.037843
52.90,101576,117281,0.028023,-0.036029,1.039845
52.95,101592,117295,0.033027,-0.039032,1.037843
53.00,101634,117455,0.035028,-0.040033,1.036842
53.05,101701,117615,0.036029,-0.035028,1.032839
53.10,102353,118749,0.033027,-0.03703,1.03384
53.15,102381,118878,0.03703,-0.039032,1.034841
53.20,102445,119043,0.035028,-0.035028,1.035842
53.25,102449,118678,0.03703,-0.035028,1.03384
53.30,102179,117557,0.030024,-0.03703,1.034841
53.35,101793,116764,0.031025,-0.039032,1.03384
53.40,101636,116654,0.033027,-0.03703,1.03384
53.45,101704,116871,0.031025,-0.036029,1.036842
53.50,101805,117143,0.030024,-0.035028,1.039845
53.55,101907,117332,0.032026,-0.03703,1.037843
53.60,101973,117399,0.027022,-0.035028,1.037843
53.65,101984,117373,0.032026,-0.035028,1.034841
53.70,101997,117483,0.034028,-0.038031,1.031838
53.75,102030,117599,0.033027,-0.03703,1.032839
53.80,102106,117791,0.032026,-0.041033,1.038844
53.85,102176,117974,0.035028,-0.038031,1.037843
53.90,102251,118193,0.035028,-0.036029,1.032839
53.95,102314,118361,0.032026,-0.038031,1.036842
54.00,102388,118544,0.030024,-0.03703,1.037843
54.05,102439,118695,0.030024,-0.039032,1.037843
54.10,102489,118834,0.033027,-0.03703,1.03384
54.15,102527,118928,0.034028,-0.035028,1.031838
54.20,102581,119127,0.029024,-0.036029,1.032839
54.25,102633,119244,0.030024,-0.036029,1.035842
54.30,102671,119464,0.033027,-0.035028,1.037843
54.35,102723,119045,0.032026,-0.039032,1.037843
54.40,102361,117867,0.035028,-0.036029,1.034841
54.45,102009,117174,0.033027,-0.036029,1.034841
54.50,101907,117184,0.033027,-0.03703,1.034841
54.55,101969,117362,0.032026,-0.036029,1.038844
54.60,102081,117595,0.027022,-0.034028,1.030838
54.65,102152,117801,0.033027,-0.035028,1.030838
54.70,102196,117864,0.031025,-0.033027,1.031838
54.75,102215,117883,0.033027,-0.035028,1.035842
54.80,102230,117930,0.032026,-0.036029,1.035842
54.85,102259,118063,0.034028,-0.040033,1.037843
54.90,102335,118292,0.033027,-0.038031,1.037843
54.95,102409,118496,0.031025,-0.040033,1.037843
55.00,102464,118702,0.033027,-0.036029,1.031838
55.05,102521,118856,0.032026,-0.03703,1.032839
55.10,102585,119059,0.035028,-0.03703,1.035842
55.15,102641,119154,0.029024,-0.033027,1.034841
55.20,102696,119323,0.029024,-0.033027,1.030838
55.25,102737,119482,0.027022,-0.035028,1.031838
55.30,102779,119658,0.030024,-0.039032,1.032839
55.35,102840,119780,0.032026,-0.041033,1.036842
55.40,102883,119937,0.036029,-0.03703,1.030838
55.45,102936,120135,0.031025,-0.035028,1.034841
55.50,102988,119947,0.034028,-0.038031,1.034841
55.55,102738,118838,0.032026,-0.038031,1.030838
55.60,102337,117852,0.034028,-0.038031,1.040846
55.65,102131,117617,0.031025,-0.038031,1.037843
55.70,102134,117782,0.028023,-0.032026,1.039845
55.75,102224,118050,0.034028,-0.033027,1.036842
55.80,102302,118210,0.032026,-0.03703,1.037843
55.85,102350,118320,0.032026,-0.038031,1.036842
55.90,102366,118265,0.031025,-0.03703,1.030838
55.95,102369,118365,0.028023,-0.040033,1.026834
56.00,102410,118447,0.035028,-0.036029,1.037843
56.05,102467,118617,0.033027,-0.036029,1.034841
56.10,102530,118799,0.030024,-0.038031,1.034841
56.15,102564,118900,0.031025,-0.038031,1.03384
56.20,102608,119014,0.032026,-0.035028,1.034841
56.25,102611,119189,0.033027,-0.033027,1.035842
56.30,102635,119278,0.029024,-0.03703,1.032839
56.35,102661,119368,0.033027,-0.036029,1.038844
56.40,102703,119477,0.031025,-0.03703,1.031838
56.45,102742,119657,0.032026,-0.036029,1.031838
56.50,102776,119767,0.030024,-0.039032,1.034841
56.55,102814,119930,0.035028,-0.035028,1.036842
56.60,102859,120082,0.035028,-0.03703,1.03384
56.65,102914,120247,0.032026,-0.034028,1.038844
56.70,102876,119480,0.029024,-0.034028,1.038844
56.75,102462,118318,0.028023,-0.030024,1.030838
56.80,102180,117853,0.02502,-0.035028,1.036842
56.85,102113,117931,0.026021,-0.03703,1.031838
56.90,102173,118159,0.031025,-0.039032,1.037843
56.95,102263,118407,0.032026,-0.036029,1.037843
57.00,102333,118583,0.031025,-0.038031,1.034841
57.05,102357,118561,0.036029,-0.036029,1.035842
57.10,102320,118497,0.033027,-0.034028,1.040846
57.15,102301,118553,0.035028,-0.034028,1.039845
57.20,102332,118751,0.030024,-0.035028,1.03384
57.25,102386,119004,0.032026,-0.038031,1.032839
57.30,102485,119278,0.030024,-0.034028,1.034841
57.35,102468,119362,0.030024,-0.035028,1.032839
57.40,102458,119328,0.035028,-0.036029,1.036842
57.45,102493,119173,0.034028,-0.036029,1.03384
57.50,102359,118949,0.034028,-0.03703,1.038844
57.55,81594,119108,0.026021,-0.02502,0.780634
57.60,101730,119120,0.030024,-0.038031,1.03384
57.65,101633,119026,0.032026,-0.033027,1.046851
57.70,101704,119346,0.032026,-0.032026,1.044849
57.75,101825,119693,0.032026,-0.036029,1.046851
57.80,101952,119996,0.035028,-0.03703,1.044849
57.85,102064,120194,0.035028,-0.036029,1.050854
57.90,102140,120359,0.035028,-0.032026,1.048852
57.95,102202,120472,0.036029,-0.03703,1.039845
58.00,102257,120632,0.033027,-0.038031,1.043848
58.05,102295,120782,0.035028,-0.036029,1.044849
58.10,102374,120954,0.036029,-0.032026,1.044849
58.15,102402,120495,0.032026,-0.031025,1.048852
58.20,101241,117759,0.036029,-0.031025,1.044849
58.25,101118,117697,0.031025,-0.035028,1.050854
58.30,101163,117924,0.034028,-0.035028,1.043848
58.35,101248,118103,0.032026,-0.036029,1.038844
58.40,101299,118267,0.033027,-0.033027,1.042847
58.45,101348,118293,0.033027,-0.034028,1.043848
58.50,101354,118337,0.034028,-0.033027,1.040846
58.55,101372,118443,0.035028,-0.035028,1.04585
58.60,101456,118656,0.032026,-0.034028,1.039845
58.65,101557,118992,0.032026,-0.032026,1.042847
58.70,101677,119255,0.031025,-0.033027,1.042847
58.75,101788,119551,0.032026,-0.033027,1.049853
58.80,101894,119756,0.035028,-0.03703,1.044849
58.85,101969,119942,0.03703,-0.036029,1.039845
58.90,102028,120091,0.032026,-0.034028,1.040846
58.95,102082,120216,0.034028,-0.030024,1.046851
59.00,102144,120408,0.032026,-0.035028,1.047851
59.05,102208,120277,0.03703,-0.031025,1.049853
59.10,101771,118383,0.034028,-0.036029,1.04585
59.15,101148,117563,0.032026,-0.034028,1.044849
59.20,100980,117521,0.032026,-0.038031,1.040846
59.25,101056,117776,0.034028,-0.036029,1.048852
59.30,101246,118171,0.034028,-0.036029,1.043848
59.35,101329,118325,0.034028,-0.029024,1.047851
59.40,101323,118283,0.035028,-0.033027,1.04585
59.45,101318,118235,0.030024,-0.038031,1.043848
59.50,101342,118376,0.033027,-0.030024,1.04585
59.55,101406,118581,0.032026,-0.036029,1.043848
59.60,101518,118914,0.032026,-0.032026,1.043848
59.65,101663,119259,0.031025,-0.039032,1.042847
59.70,101802,119584,0.030024,-0.032026,1.040846
59.75,101931,119835,0.036029,-0.035028,1.040846
59.80,102018,119975,0.032026,-0.036029,1.040846
59.85,102147,120310,0.032026,-0.032026,1.04585
59.90,102187,120496,0.036029,-0.035028,1.04585
59.95,102270,120698,0.031025,-0.03703,1.047851
60.00,102233,119650,0.033027,-0.031025,1.041847
60.05,101472,118058,0.030024,-0.032026,1.04585
60.10,101105,117661,0.035028,-0.035028,1.04585
60.15,101099,117865,0.036029,-0.042034,1.04585
60.20,101227,118225,0.034028,-0.035028,1.042847
60.25,101383,118564,0.032026,-0.034028,1.044849
60.30,101516,118772,0.030024,-0.036029,1.04585
60.35,101552,118716,0.028023,-0.034028,1.04585
60.40,101491,118519,0.035028,-0.038031,1.04585
60.45,101437,118506,0.034028,-0.036029,1.044849
60.50,101474,118699,0.034028,-0.036029,1.041847
60.55,101574,118999,0.030024,-0.036029,1.040846
60.60,101727,119309,0.029024,-0.033027,1.041847
60.65,101859,119519,0.029024,-0.030024,1.038844
60.70,101955,119752,0.029024,-0.032026,1.043848
60.75,102000,119871,0.036029,-0.036029,1.046851
60.80,102038,120011,0.036029,-0.035028,1.043848
60.85,102169,119864,0.033027,-0.031025,1.039845
60.90,101340,118240,0.035028,-0.035028,1.044849
60.95,101370,118355,0.034028,-0.034028,1.041847
61.00,101448,118601,0.031025,-0.036029,1.042847
61.05,101583,118870,0.028023,-0.034028,1.037843
61.10,101722,119206,0.031025,-0.035028,1.041847
61.15,101832,119424,0.036029,-0.035028,1.046851
61.20,101897,119607,0.03703,-0.040033,1.043848
61.25,101960,119843,0.032026,-0.032026,1.04585
61.30,102043,120077,0.032026,-0.033027,1.044849
61.35,102135,120167,0.030024,-0.032026,1.050854
61.40,101964,118793,0.033027,-0.039032,1.039845
61.45,101266,117649,0.031025,-0.034028,1.037843
61.50,101033,117441,0.029024,-0.034028,1.043848
61.55,101054,117604,0.032026,-0.033027,1.043848
61.60,101133,117820,0.034028,-0.035028,1.04585
61.65,101211,118051,0.038031,-0.038031,1.044849
61.70,101292,118276,0.032026,-0.035028,1.044849
61.75,101365,118302,0.030024,-0.03703,1.04585
61.80,101374,118341,0.028023,-0.038031,1.044849
61.85,101391,118478,0.035028,-0.036029,1.049853
61.90,101467,118719,0.035028,-0.032026,1.048852
61.95,101573,119085,0.034028,-0.032026,1.04585
62.00,101709,119378,0.035028,-0.040033,1.04585
62.05,101833,119688,0.035028,-0.036029,1.039845
62.10,101936,119904,0.032026,-0.040033,1.042847
62.15,102018,120065,0.034028,-0.031025,1.040846
62.20,102064,119954,0.036029,-0.035028,1.044849
62.25,101678,118194,0.035028,-0.036029,1.04585
62.30,101028,117395,0.033027,-0.03703,1.039845
62.35,100910,117346,0.033027,-0.032026,1.042847
62.40,100993,117678,0.029024,-0.035028,1.040846
62.45,101145,117942,0.030024,-0.036029,1.04585
62.50,101245,118192,0.036029,-0.031025,1.043848
62.55,101310,118292,0.040033,-0.039032,1.043848
62.60,101273,118168,0.03703,-0.035028,1.042847
62.65,101235,118197,0.039032,-0.036029,1.040846
62.70,101283,118360,0.038031,-0.036029,1.039845
62.75,101385,118614,0.030024,-0.03703,1.041847
62.80,101541,118977,0.022018,-0.031025,1.040846
62.85,101700,119317,0.027022,-0.029024,1.043848
62.90,101779,119496,0.033027,-0.034028,1.042847
62.95,101825,119687,0.043035,-0.040033,1.046851
63.00,101877,119901,0.040033,-0.040033,1.043848
63.05,101893,119543,0.038031,-0.034028,1.048852
63.10,101349,117817,0.034028,-0.033027,1.042847
63.15,100899,117267,0.027022,-0.036029,1.039845
63.20,100850,117339,0.031025,-0.03703,1.047851
63.25,100947,117564,0.036029,-0.035028,1.047851
63.30,101013,117683,0.042034,-0.035028,1.04585
63.35,101063,117981,0.040033,-0.030024,1.042847
63.40,101171,118118,0.042034,-0.033027,1.040846
63.45,101232,118175,0.036029,-0.033027,1.04585
63.50,101284,118285,0.027022,-0.036029,1.042847
63.55,101383,118452,0.035028,-0.034028,1.043848
63.60,101524,118879,0.038031,-0.038031,1.044849
63.65,101601,119171,0.040033,-0.039032,1.043848
63.70,101721,119525,0.028023,-0.027022,1.043848
63.75,101893,119918,0.02502,-0.034028,1.046851
63.80,102054,120094,0.035028,-0.03703,1.042847
63.85,102112,120272,0.043035,-0.039032,1.044849
63.90,102128,120392,0.042034,-0.035028,1.039845
63.95,100711,117771,0.035028,-0.033027,1.042847
64.00,100816,118031,0.035028,-0.032026,1.043848
64.05,100948,118316,0.033027,-0.038031,1.044849
64.10,101072,118463,0.032026,-0.033027,1.043848
64.15,101042,117641,0.034028,-0.029024,1.043848
64.20,100553,116538,0.033027,-0.034028,1.046851
64.25,100288,116217,0.030024,-0.035028,1.048852
64.30,100272,116266,0.029024,-0.032026,1.040846
64.35,100327,116356,0.033027,-0.030024,1.043848
64.40,100383,116506,0.034028,-0.038031,1.044849
64.45,100461,116687,0.033027,-0.03703,1.046851
64.50,100164,116119,0.032026,-0.034028,1.048852
64.55,100174,116150,0.034028,-0.034028,1.044849
64.60,100205,116378,0.035028,-0.035028,1.047851
64.65,100281,116535,0.030024,-0.035028,1.044849
64.70,100280,116564,0.032026,-0.035028,1.052855
64.75,100291,116660,0.032026,-0.032026,1.047851
64.80,100341,116713,0.027022,-0.033027,1.047851
64.85,100218,115828,0.03703,-0.035028,1.046851
64.90,99688,114380,0.033027,-0.039032,1.04585
64.95,99231,113516,0.033027,-0.038031,1.041847
65.00,98972,113160,0.034028,-0.035028,1.039845
65.05,99022,113117,0.038031,-0.034028,1.039845
65.10,101432,119489,0.035028,-0.03703,1.044849
65.15,101459,119621,0.038031,-0.033027,1.042847
65.20,101492,119640,0.034028,-0.030024,1.043848
65.25,101196,117574,0.031025,-0.035028,1.040846
65.30,100271,115757,0.035028,-0.032026,1.04585
65.35,99847,115103,0.034028,-0.034028,1.043848
65.40,99783,115184,0.035028,-0.030024,1.043848
65.45,99893,115427,0.032026,-0.032026,1.047851
65.50,100008,115650,0.032026,-0.031025,1.040846
65.55,100115,115837,0.028023,-0.030024,1.046851
65.60,100127,115813,0.032026,-0.033027,1.042847
65.65,100118,115732,0.036029,-0.030024,1.040846
65.70,100129,115803,0.035028,-0.035028,1.044849
65.75,100187,115931,0.030024,-0.035028,1.046851
65.80,100264,116126,0.032026,-0.033027,1.044849
65.85,100352,116369,0.034028,-0.032026,1.047851
65.90,100459,116661,0.033027,-0.031025,1.048852
65.95,100573,116908,0.035028,-0.035028,1.040846
66.00,100677,117231,0.036029,-0.03703,1.040846
66.05,100778,117422,0.030024,-0.033027,1.042847
66.10,100870,117664,0.033027,-0.034028,1.042847
66.15,100958,117860,0.035028,-0.035028,1.043848
66.20,101026,118018,0.036029,-0.033027,1.042847
66.25,101065,117795,0.032026,-0.030024,1.044849
66.30,100200,115193,0.033027,-0.035028,1.044849
66.35,99889,114758,0.031025,-0.039032,1.043848
66.40,99885,115029,0.034028,-0.038031,1.050854
66.45,100037,115390,0.032026,-0.035028,1.049853
66.50,100189,115791,0.035028,-0.036029,1.04585
66.55,100327,116007,0.034028,-0.036029,1.042847
66.60,101797,119851,0.031025,-0.035028,1.043848
66.65,101896,120071,0.030024,-0.03703,1.042847
66.70,101973,120206,0.034028,-0.034028,1.042847
66.75,102018,120307,0.036029,-0.031025,1.046851
66.80,102052,120029,0.035028,-0.030024,1.047851
66.85,101505,117679,0.036029,-0.034028,1.043848
66.90,100735,116235,0.029024,-0.034028,1.04585
66.95,100304,115788,0.030024,-0.038031,1.049853
67.00,100362,115928,0.035028,-0.034028,1.047851
67.05,100501,116231,0.032026,-0.03703,1.044849
67.10,100507,116152,0.036029,-0.032026,1.044849
67.15,100493,116149,0.039032,-0.029024,1.048852
67.20,100512,116326,0.035028,-0.035028,1.047851
67.25,100575,116460,0.035028,-0.036029,1.043848
67.30,100645,116709,0.034028,-0.039032,1.046851
67.35,100744,116968,0.030024,-0.036029,1.040846
67.40,100833,117164,0.034028,-0.035028,1.044849
67.45,100903,117364,0.038031,-0.040033,1.04585
67.50,100960,117545,0.036029,-0.03703,1.042847
67.55,101024,117770,0.039032,-0.036029,1.044849
67.60,101082,117539,0.033027,-0.03703,1.043848
67.65,100687,116141,0.032026,-0.032026,1.042847
67.70,100218,115194,0.036029,-0.033027,1.042847
67.75,100037,115204,0.032026,-0.035028,1.042847
67.80,100103,115413,0.035028,-0.034028,1.049853
67.85,100286,115858,0.032026,-0.033027,1.047851
67.90,100373,116025,0.034028,-0.03703,1.049853
67.95,100399,116180,0.03703,-0.036029,1.04585
68.00,100480,116395,0.035028,-0.036029,1.048852
68.05,100577,116678,0.035028,-0.035028,1.04585
68.10,100676,116879,0.031025,-0.031025,1.043848
68.15,100742,117104,0.028023,-0.034028,1.048852
68.20,100916,117616,0.035028,-0.035028,1.041847
68.25,100965,117188,0.034028,-0.033027,1.043848
68.30,100501,115785,0.035028,-0.031025,1.044849
68.35,100076,114926,0.030024,-0.031025,1.047851
68.40,99898,114800,0.032026,-0.031025,1.041847
68.45,99956,115072,0.035028,-0.033027,1.047851
68.50,100071,115329,0.031025,-0.035028,1.04585
68.55,100166,115611,0.032026,-0.03703,1.046851
68.60,100244,115659,0.029024,-0.03703,1.041847
68.65,100253,115687,0.031025,-0.036029,1.043848
68.70,100263,115773,0.033027,-0.03703,1.047851
68.75,100315,115925,0.039032,-0.034028,1.044849
68.80,100376,116180,0.035028,-0.035028,1.04585
68.85,100481,116390,0.033027,-0.036029,1.04585
68.90,100569,116619,0.032026,-0.036029,1.043848
68.95,100682,116982,0.032026,-0.028023,1.043848
69.00,100816,117333,0.034028,-0.038031,1.046851
69.05,100913,117501,0.035028,-0.038031,1.040846
69.10,100978,117702,0.033027,-0.03703,1.048852
69.15,101038,117874,0.035028,-0.031025,1.043848
69.20,101107,118044,0.035028,-0.032026,1.043848
69.25,101184,118284,0.033027,-0.031025,1.044849
69.30,101332,118749,0.032026,-0.032026,1.049853
69.35,101436,118942,0.030024,-0.031025,1.041847
69.40,101512,119170,0.033027,-0.032026,1.043848
69.45,101595,119364,0.032026,-0.031025,1.04585
69.50,101665,119576,0.034028,-0.031025,1.046851
69.55,101801,119902,0.034028,-0.035028,1.047851
69.60,101863,120065,0.03703,-0.036029,1.044849
69.65,101924,120222,0.03703,-0.033027,1.039845
69.70,101965,120388,0.035028,-0.031025,1.04585
69.75,102000,119762,0.034028,-0.036029,1.044849
69.80,101208,117088,0.033027,-0.035028,1.044849
69.85,100492,115931,0.031025,-0.038031,1.04585
69.90,100235,115763,0.031025,-0.036029,1.039845
69.95,100297,115921,0.034028,-0.035028,1.043848
70.00,100377,116139,0.032026,-0.033027,1.042847
70.05,100403,116063,0.038031,-0.03703,1.040846
70.10,100380,116058,0.035028,-0.03703,1.041847
70.15,100407,116194,0.035028,-0.034028,1.043848
70.20,100465,116379,0.036029,-0.034028,1.044849
70.25,100548,116593,0.03703,-0.035028,1.040846
70.30,100630,116850,0.034028,-0.035028,1.049853
70.35,100736,117066,0.034028,-0.032026,1.04585
70.40,100831,117313,0.034028,-0.036029,1.04585
70.45,100899,117431,0.032026,-0.034028,1.047851
70.50,100946,117621,0.032026,-0.031025,1.043848
70.55,101012,117574,0.033027,-0.033027,1.043848
70.60,100741,116231,0.033027,-0.036029,1.043848
70.65,100227,115121,0.033027,-0.038031,1.04585
70.70,99928,114670,0.032026,-0.032026,1.039845
70.75,99895,114749,0.036029,-0.031025,1.046851
70.80,99955,114898,0.03703,-0.033027,1.042847
70.85,100023,115218,0.033027,-0.036029,1.042847
70.90,100140,115422,0.032026,-0.034028,1.038844
70.95,100209,115464,0.031025,-0.034028,1.042847
71.00,100218,115542,0.033027,-0.035028,1.040846
71.05,100258,115686,0.035028,-0.033027,1.042847
71.10,100315,115889,0.033027,-0.036029,1.042847
71.15,100406,116143,0.033027,-0.034028,1.042847
71.20,100508,116436,0.036029,-0.030024,1.041847
71.25,100618,116707,0.036029,-0.033027,1.043848
71.30,100725,116955,0.034028,-0.033027,1.047851
71.35,100791,117123,0.031025,-0.034028,1.044849
71.40,100843,117337,0.033027,-0.034028,1.044849
71.45,100920,117538,0.03703,-0.034028,1.047851
71.50,100998,117496,0.034028,-0.036029,1.04585
71.55,100653,116003,0.032026,-0.035028,1.041847
71.60,100135,114907,0.034028,-0.034028,1.037843
71.65,99877,114596,0.030024,-0.03703,1.04585
71.70,99851,114745,0.035028,-0.03703,1.042847
71.75,99950,115004,0.039032,-0.036029,1.043848
71.80,100717,116864,0.036029,-0.038031,1.044849
71.85,100709,116137,0.041033,-0.03703,1.043848
71.90,100185,114645,0.039032,-0.039032,1.050854
71.95,99696,113802,0.032026,-0.034028,1.048852
72.00,99534,113653,0.035028,-0.036029,1.047851
72.05,99566,113820,0.036029,-0.038031,1.049853
72.10,99791,114397,0.033027,-0.034028,1.042847
72.15,99851,114457,0.032026,-0.035028,1.043848
72.20,99937,114758,0.033027,-0.036029,1.047851
72.25,100155,115298,0.035028,-0.03703,1.035842
72.30,100255,115589,0.038031,-0.031025,1.043848
72.35,100341,115778,0.036029,-0.034028,1.038844
72.40,100424,115991,0.035028,-0.034028,1.042847
72.45,100480,116172,0.032026,-0.034028,1.047851
72.50,100545,116356,0.035028,-0.033027,1.04585
72.55,100617,116637,0.032026,-0.033027,1.04585
72.60,100714,116812,0.032026,-0.032026,1.048852
72.65,100628,115734,0.031025,-0.035028,1.042847
72.70,100036,114293,0.036029,-0.034028,1.042847
72.75,99618,113663,0.031025,-0.033027,1.044849
72.80,99532,113653,0.027022,-0.036029,1.039845
72.85,99591,113861,0.034028,-0.036029,1.043848
72.90,99679,114104,0.03703,-0.039032,1.044849
72.95,99796,114382,0.033027,-0.036029,1.04585
73.00,99876,114435,0.031025,-0.036029,1.046851
73.05,99899,114550,0.031025,-0.036029,1.043848
73.10,99970,114754,0.030024,-0.035028,1.048852
73.15,100045,114970,0.033027,-0.034028,1.047851
73.20,100141,115251,0.033027,-0.030024,1.042847
73.25,100246,115474,0.033027,-0.035028,1.04585
73.30,100321,115683,0.03703,-0.033027,1.041847
73.35,100390,115843,0.036029,-0.036029,1.044849
73.40,100462,116058,0.034028,-0.033027,1.041847
73.45,100514,116197,0.032026,-0.03703,1.040846
73.50,100574,116395,0.035028,-0.038031,1.043848
73.55,100657,116604,0.034028,-0.038031,1.040846
73.60,100732,116459,0.033027,-0.034028,1.04585
73.65,100374,114998,0.034028,-0.035028,1.036842
73.70,99855,113952,0.035028,-0.03703,1.04585
73.75,99625,113760,0.031025,-0.032026,1.044849
73.80,99663,113983,0.034028,-0.03703,1.04585
73.85,99768,114316,0.039032,-0.035028,1.04585
73.90,99905,114613,0.03703,-0.036029,1.04585
73.95,100007,114685,0.03703,-0.030024,1.044849
74.00,100016,114714,0.036029,-0.030024,1.039845
74.05,100014,114763,0.034028,-0.034028,1.042847
74.10,100081,114980,0.032026,-0.031025,1.043848
74.15,100209,115234,0.031025,-0.031025,1.043848
74.20,100346,115508,0.034028,-0.033027,1.04585
74.25,100479,115810,0.031025,-0.033027,1.044849
74.30,100595,116052,0.029024,-0.030024,1.041847
74.35,100691,116332,0.036029,-0.040033,1.042847
74.40,100768,116508,0.035028,-0.040033,1.040846
74.45,100830,116697,0.035028,-0.03703,1.046851
74.50,100903,116958,0.035028,-0.033027,1.040846
74.55,100982,116939,0.039032,-0.03703,1.047851
74.60,100681,115483,0.03703,-0.035028,1.040846
74.65,100149,114327,0.030024,-0.038031,1.038844
74.70,99900,113987,0.029024,-0.034028,1.041847
74.75,99899,114082,0.042034,-0.034028,1.048852
74.80,99984,114198,0.038031,-0.035028,1.042847
74.85,100045,114482,0.035028,-0.033027,1.044849
74.90,100178,114810,0.033027,-0.032026,1.039845
74.95,100281,114983,0.028023,-0.034028,1.042847
75.00,100314,115073,0.029024,-0.035028,1.043848
75.05,100355,115254,0.034028,-0.036029,1.04585
75.10,100429,115493,0.028023,-0.033027,1.048852
75.15,100514,115773,0.028023,-0.033027,1.048852
75.20,100622,116100,0.031025,-0.032026,1.044849
75.25,100728,116404,0.034028,-0.032026,1.046851
75.30,100822,116698,0.031025,-0.038031,1.050854
75.35,100906,116918,0.033027,-0.03703,1.044849
75.40,100982,117097,0.031025,-0.033027,1.041847
75.45,101058,117316,0.032026,-0.03703,1.043848
75.50,101164,117623,0.03703,-0.038031,1.04585
75.55,101206,117075,0.034028,-0.036029,1.048852
75.60,100626,115378,0.035028,-0.034028,1.043848
75.65,100043,114425,0.032026,-0.033027,1.042847
75.70,100150,114631,0.034028,-0.032026,1.044849
75.75,100356,115157,0.040033,-0.039032,1.049853
75.80,100519,115485,0.033027,-0.043035,1.044849
75.85,100628,115696,0.023019,-0.029024,1.040846
75.90,100828,116197,0.03703,-0.034028,1.044849
75.95,101086,116849,0.035028,-0.036029,1.039845
76.00,101251,117309,0.027022,-0.031025,1.041847
76.05,101442,117873,0.032026,-0.033027,1.04585
76.10,101666,118554,0.038031,-0.03703,1.047851
76.15,101908,119047,0.03703,-0.036029,1.044849
76.20,102036,119350,0.032026,-0.035028,1.041847
76.25,102132,119591,0.033027,-0.031025,1.044849
76.30,102224,119888,0.032026,-0.036029,1.043848
76.35,102337,120225,0.041033,-0.039032,1.059861
76.40,102447,120509,0.040033,-0.03703,1.046851
76.45,102493,120741,0.033027,-0.033027,1.040846
76.50,102498,120888,0.032026,-0.035028,1.047851
76.55,102492,121044,0.033027,-0.031025,1.046851
76.60,102508,121212,0.031025,-0.036029,1.04585
76.65,102551,121377,0.032026,-0.038031,1.042847
76.70,102618,121503,0.032026,-0.034028,1.047851
76.75,102661,121592,0.03703,-0.033027,1.041847
76.80,102657,121581,0.033027,-0.040033,1.041847
76.85,102606,121594,0.034028,-0.03703,1.039845
76.90,102573,121635,0.038031,-0.028023,1.044849
76.95,102585,121729,0.034028,-0.03703,1.046851
77.00,102609,121250,0.030024,-0.038031,1.046851
77.05,101922,118206,0.033027,-0.03703,1.04585
77.10,101058,117234,0.035028,-0.029024,1.040846
77.15,101093,117607,0.038031,-0.032026,1.042847
77.20,101362,118531,0.041033,-0.038031,1.043848
77.25,101706,119355,0.035028,-0.038031,1.044849
77.30,101985,119928,0.031025,-0.027022,1.043848
77.35,102130,119905,0.031025,-0.029024,1.041847
77.40,102091,119627,0.035028,-0.038031,1.043848
77.45,102063,119652,0.035028,-0.030024,1.041847
77.50,102138,119899,0.032026,-0.032026,1.04585
77.55,102259,120114,0.033027,-0.03703,1.051855
77.60,102404,120455,0.035028,-0.032026,1.04585
77.65,102535,120739,0.031025,-0.035028,1.041847
77.70,102633,121028,0.032026,-0.036029,1.040846
77.75,102841,121500,0.041033,-0.036029,1.044849
77.80,102935,121677,0.033027,-0.040033,1.041847
77.85,102981,121420,0.029024,-0.033027,1.038844
77.90,102412,118780,0.026021,-0.030024,1.042847
77.95,101419,117535,0.027022,-0.036029,1.051855
78.00,101456,117795,0.032026,-0.03703,1.044849
78.05,101538,118061,0.029024,-0.032026,1.043848
78.10,101625,118416,0.035028,-0.038031,1.042847
78.15,101770,118760,0.038031,-0.039032,1.04585
78.20,101826,118828,0.034028,-0.036029,1.042847
78.25,101790,118768,0.034028,-0.034028,1.04585
78.30,101793,118939,0.034028,-0.030024,1.040846
78.35,102012,119582,0.028023,-0.034028,1.044849
78.40,102141,119908,0.032026,-0.029024,1.04585
78.45,102254,120260,0.040033,-0.035028,1.04585
78.50,102352,120532,0.03703,-0.041033,1.049853
78.55,102452,120817,0.031025,-0.038031,1.044849
78.60,102533,120850,0.033027,-0.033027,1.044849
78.65,102261,118779,0.035028,-0.035028,1.043848
78.70,101321,117276,0.033027,-0.03703,1.044849
78.75,101062,117134,0.029024,-0.03703,1.047851
78.80,101104,117473,0.030024,-0.033027,1.046851
78.85,101250,117892,0.033027,-0.029024,1.044849
78.90,101426,118363,0.03703,-0.035028,1.046851
78.95,101716,118876,0.035028,-0.033027,1.043848
79.00,101671,118831,0.029024,-0.033027,1.042847
79.05,101655,118967,0.03703,-0.035028,1.056859
79.10,102443,120911,0.032026,-0.036029,1.037843
79.15,102525,120836,0.03703,-0.039032,1.046851
79.20,102123,118524,0.038031,-0.034028,1.049853
79.25,101269,117284,0.035028,-0.035028,1.040846
79.30,101090,117197,0.033027,-0.03703,1.041847
