time,Red,IR,X,Y,Z
0.00,82472,123447,0.028023,-0.034028,0.901733
0.05,105677,123795,0.030024,-0.03703,1.034841
0.10,105565,121904,0.031025,-0.034028,1.034841
0.15,104186,118390,0.032026,-0.031025,1.040846
0.20,103502,117783,0.030024,-0.038031,1.038844
0.25,103574,118159,0.026021,-0.039032,1.030838
0.30,103860,118756,0.032026,-0.035028,1.03384
0.35,104128,119150,0.027022,-0.035028,1.037843
0.40,104256,119293,0.031025,-0.036029,1.034841
0.45,104235,119102,0.034028,-0.040033,1.035842
0.50,104129,118930,0.035028,-0.038031,1.03384
0.55,104053,119034,0.035028,-0.040033,1.030838
0.60,104075,119359,0.029024,-0.038031,1.029837
0.65,104229,119866,0.030024,-0.040033,1.035842
0.70,104418,120238,0.030024,-0.03703,1.039845
0.75,104564,120627,0.034028,-0.03703,1.037843
0.80,104702,120991,0.033027,-0.039032,1.039845
0.85,104803,121232,0.029024,-0.038031,1.035842
0.90,104872,121455,0.034028,-0.03703,1.038844
0.95,104950,121641,0.032026,-0.034028,1.030838
1.00,105001,121808,0.033027,-0.03703,1.03384
1.05,105061,121966,0.031025,-0.035028,1.040846
1.10,105103,121555,0.032026,-0.03703,1.03384
1.15,103343,117094,0.032026,-0.038031,1.027835
1.20,103167,117006,0.031025,-0.038031,1.031838
1.25,103267,117351,0.034028,-0.042034,1.031838
1.30,103417,117696,0.030024,-0.03703,1.035842
1.35,103545,118100,0.031025,-0.039032,1.037843
1.40,103668,118117,0.030024,-0.03703,1.034841
1.45,103629,118126,0.033027,-0.034028,1.03384
1.50,103656,118322,0.030024,-0.035028,1.031838
1.55,103741,118568,0.027022,-0.033027,1.029837
1.60,103884,118950,0.029024,-0.035028,1.036842
1.65,103996,119391,0.031025,-0.035028,1.039845
1.70,104104,119619,0.028023,-0.036029,1.036842
1.75,104149,119894,0.027022,-0.038031,1.032839
1.80,104220,120102,0.028023,-0.040033,1.034841
1.85,104293,120350,0.027022,-0.040033,1.03384
1.90,104382,120564,0.031025,-0.034028,1.032839
1.95,104494,120848,0.033027,-0.035028,1.035842
2.00,104622,121149,0.032026,-0.036029,1.036842
2.05,104567,119532,0.026021,-0.03703,1.030838
2.10,103465,117236,0.027022,-0.03703,1.034841
2.15,103051,116777,0.031025,-0.036029,1.044849
2.20,103118,117108,0.032026,-0.040033,1.032839
2.25,103443,117916,0.02402,-0.036029,1.036842
2.30,103626,118301,0.030024,-0.03703,1.035842
2.35,103744,118380,0.032026,-0.039032,1.034841
2.40,103751,118260,0.030024,-0.03703,1.034841
2.45,103730,118309,0.030024,-0.03703,1.034841
2.50,103778,118533,0.027022,-0.036029,1.032839
2.55,103878,118956,0.027022,-0.039032,1.037843
2.60,104056,119500,0.032026,-0.03703,1.029837
2.65,104239,120065,0.029024,-0.030024,1.031838
2.70,104390,120387,0.027022,-0.033027,1.034841
2.75,104434,120586,0.029024,-0.038031,1.031838
2.80,104539,121267,0.032026,-0.038031,1.034841
2.85,104703,121477,0.030024,-0.038031,1.03384
2.90,104436,118925,0.034028,-0.036029,1.035842
2.95,103319,117115,0.036029,-0.039032,1.03384
3.00,103044,116943,0.031025,-0.043035,1.035842
3.05,103151,117372,0.035028,-0.03703,1.038844
3.10,103336,117780,0.033027,-0.035028,1.03384
3.15,103508,118154,0.033027,-0.041033,1.032839
3.20,103653,118307,0.031025,-0.039032,1.03384
3.25,103638,118223,0.032026,-0.032026,1.031838
3.30,103630,118234,0.034028,-0.036029,1.036842
3.35,103702,118395,0.032026,-0.036029,1.038844
3.40,103782,118608,0.034028,-0.036029,1.029837
3.45,103873,118865,0.029024,-0.041033,1.032839
3.50,103988,119207,0.026021,-0.036029,1.034841
3.55,104111,119558,0.030024,-0.034028,1.036842
3.60,104222,119856,0.030024,-0.03703,1.031838
3.65,104398,120373,0.028023,-0.038031,1.03384
3.70,104456,120521,0.032026,-0.033027,1.035842
3.75,104490,120629,0.032026,-0.036029,1.035842
3.80,104551,120884,0.031025,-0.035028,1.031838
3.85,104627,121096,0.032026,-0.036029,1.031838
3.90,104740,121381,0.031025,-0.038031,1.032839
3.95,104795,121641,0.032026,-0.03703,1.038844
4.00,104861,121866,0.034028,-0.036029,1.03384
4.05,104928,122027,0.030024,-0.035028,1.032839
4.10,104969,122192,0.029024,-0.036029,1.032839
4.15,105014,122335,0.034028,-0.036029,1.036842
4.20,105067,122463,0.030024,-0.035028,1.034841
4.25,105111,122644,0.035028,-0.038031,1.034841
4.30,105166,122682,0.034028,-0.03703,1.03384
4.35,105205,122849,0.028023,-0.035028,1.037843
4.40,105234,122746,0.031025,-0.040033,1.039845
4.45,104785,119712,0.035028,-0.03703,1.037843
4.50,103395,117410,0.030024,-0.03703,1.029837
4.55,103036,117202,0.030024,-0.034028,1.03384
4.60,103298,117906,0.033027,-0.036029,1.037843
4.65,103369,117998,0.029024,-0.038031,1.035842
4.70,103456,118245,0.028023,-0.038031,1.03384
4.75,103657,118896,0.032026,-0.038031,1.03384
4.80,103783,119248,0.035028,-0.03703,1.03384
4.85,103900,119433,0.034028,-0.03703,1.034841
4.90,103821,118784,0.030024,-0.03703,1.030838
4.95,103528,118350,0.029024,-0.041033,1.035842
5.00,103478,118615,0.026021,-0.038031,1.032839
5.05,103736,119586,0.027022,-0.038031,1.032839
5.10,104129,120406,0.029024,-0.036029,1.038844
5.15,104358,120719,0.030024,-0.035028,1.034841
5.20,104378,120669,0.032026,-0.033027,1.032839
5.25,104350,120642,0.034028,-0.033027,1.031838
5.30,104369,120755,0.031025,-0.038031,1.026834
5.35,104436,121022,0.028023,-0.039032,1.035842
5.40,104511,121317,0.034028,-0.038031,1.042847
5.45,104605,121617,0.033027,-0.03703,1.041847
5.50,104684,121852,0.028023,-0.03703,1.037843
5.55,104723,122034,0.028023,-0.036029,1.036842
5.60,104777,122172,0.031025,-0.035028,1.035842
5.65,104820,122267,0.032026,-0.032026,1.037843
5.70,104856,122420,0.031025,-0.038031,1.032839
5.75,104877,122523,0.031025,-0.032026,1.031838
5.80,104800,120792,0.030024,-0.03703,1.026834
5.85,103466,117500,0.032026,-0.036029,1.030838
5.90,102803,116867,0.034028,-0.036029,1.034841
5.95,102809,117182,0.035028,-0.038031,1.035842
6.00,102992,117598,0.034028,-0.041033,1.031838
6.05,103133,117940,0.031025,-0.034028,1.032839
6.10,103236,118163,0.033027,-0.03703,1.034841
6.15,103279,118130,0.030024,-0.035028,1.039845
6.20,103225,118025,0.032026,-0.038031,1.040846
6.25,103235,118172,0.03703,-0.035028,1.038844
6.30,103302,118432,0.035028,-0.03703,1.036842
6.35,103522,119039,0.028023,-0.033027,1.035842
6.40,103625,119070,0.030024,-0.032026,1.036842
6.45,103478,118402,0.032026,-0.031025,1.029837
6.50,103201,117987,0.031025,-0.033027,1.03384
6.55,103216,118436,0.028023,-0.036029,1.035842
6.60,103519,119383,0.029024,-0.036029,1.034841
6.65,103863,120079,0.031025,-0.034028,1.035842
6.70,104038,120216,0.027022,-0.03703,1.039845
6.75,104008,120078,0.030024,-0.038031,1.037843
6.80,103966,120080,0.030024,-0.038031,1.036842
6.85,104021,120280,0.033027,-0.035028,1.038844
6.90,104275,121037,0.029024,-0.036029,1.032839
6.95,104426,121297,0.036029,-0.036029,1.029837
7.00,104540,121522,0.029024,-0.035028,1.036842
7.05,104596,121723,0.028023,-0.034028,1.036842
7.10,104624,121516,0.035028,-0.038031,1.034841
7.15,103874,117945,0.038031,-0.040033,1.036842
7.20,102412,116245,0.02402,-0.034028,1.030838
7.25,102489,116519,0.028023,-0.035028,1.025833
7.30,102591,116704,0.038031,-0.038031,1.041847
7.35,102657,116929,0.038031,-0.038031,1.042847
7.40,102727,116993,0.028023,-0.035028,1.03384
7.45,102661,116831,0.02502,-0.034028,1.038844
7.50,102635,116921,0.030024,-0.035028,1.037843
7.55,102676,117071,0.03703,-0.036029,1.035842
7.60,102770,117399,0.033027,-0.036029,1.031838
7.65,102894,117668,0.031025,-0.040033,1.037843
7.70,103002,117737,0.029024,-0.035028,1.034841
7.75,102971,117521,0.035028,-0.039032,1.032839
7.80,103257,118466,0.028023,-0.035028,1.037843
7.85,103484,118932,0.029024,-0.036029,1.031838
7.90,103605,119123,0.031025,-0.036029,1.036842
7.95,103622,119072,0.027022,-0.032026,1.035842
8.00,103598,119072,0.02402,-0.035028,1.029837
8.05,103603,119149,0.034028,-0.038031,1.036842
8.10,103628,119305,0.031025,-0.038031,1.038844
8.15,103660,119452,0.028023,-0.038031,1.032839
8.20,103698,119548,0.027022,-0.039032,1.031838
8.25,103657,119575,0.032026,-0.038031,1.036842
8.30,103580,119604,0.033027,-0.03703,1.038844
8.35,103533,119573,0.034028,-0.033027,1.032839
8.40,103450,119533,0.029024,-0.034028,1.03384
8.45,103452,119576,0.029024,-0.03703,1.038844
8.50,103527,119740,0.029024,-0.036029,1.032839
8.55,102246,115286,0.034028,-0.03703,1.03384
8.60,101800,114528,0.030024,-0.034028,1.031838
8.65,101808,114626,0.027022,-0.035028,1.031838
8.70,101956,114929,0.028023,-0.036029,1.030838
8.75,102096,115152,0.034028,-0.036029,1.034841
8.80,102190,115281,0.034028,-0.036029,1.037843
8.85,102146,115179,0.029024,-0.03703,1.03384
8.90,102053,115126,0.026021,-0.039032,1.038844
8.95,102040,115237,0.029024,-0.034028,1.036842
9.00,102104,115370,0.034028,-0.035028,1.030838
9.05,102175,115595,0.033027,-0.03703,1.035842
9.10,102371,115829,0.028023,-0.031025,1.029837
9.15,102337,115520,0.035028,-0.036029,1.038844
9.20,102304,115476,0.036029,-0.032026,1.038844
9.25,102944,117041,0.031025,-0.036029,1.038844
9.30,103255,117555,0.036029,-0.036029,1.036842
9.35,103381,117687,0.029024,-0.033027,1.03384
9.40,103374,117732,0.030024,-0.036029,1.032839
9.45,103387,117849,0.030024,-0.03703,1.035842
9.50,103098,117983,0.02502,-0.038031,1.035842
9.55,103250,118749,0.030024,-0.040033,1.03384
9.60,103618,119659,0.031025,-0.040033,1.032839
9.65,101905,114546,0.033027,-0.03703,1.031838
9.70,101595,114337,0.028023,-0.035028,1.034841
9.75,101863,115384,0.031025,-0.03703,1.038844
9.80,102026,115751,0.033027,-0.03703,1.036842
9.85,102148,115938,0.026021,-0.040033,1.03384
9.90,102126,115878,0.027022,-0.039032,1.029837
9.95,102104,115828,0.032026,-0.03703,1.032839
10.00,102124,116019,0.031025,-0.03703,1.032839
10.05,102198,116249,0.032026,-0.039032,1.03384
10.10,102309,116577,0.026021,-0.035028,1.031838
10.15,102403,116879,0.035028,-0.034028,1.035842
10.20,102527,117276,0.032026,-0.038031,1.034841
10.25,102626,117541,0.030024,-0.035028,1.030838
10.30,102704,117648,0.027022,-0.036029,1.031838
10.35,102359,115254,0.035028,-0.035028,1.035842
10.40,101343,113755,0.029024,-0.039032,1.029837
10.45,101044,113346,0.033027,-0.041033,1.036842
10.50,101034,113465,0.028023,-0.036029,1.036842
10.55,101083,113654,0.032026,-0.036029,1.03384
10.60,101123,113952,0.035028,-0.036029,1.036842
10.65,101281,114355,0.033027,-0.038031,1.034841
10.70,101368,114523,0.032026,-0.039032,1.029837
10.75,101364,114525,0.034028,-0.039032,1.032839
10.80,101361,114631,0.029024,-0.03703,1.030838
10.85,101408,114894,0.032026,-0.03703,1.032839
10.90,101514,115239,0.034028,-0.033027,1.03384
10.95,101677,115679,0.029024,-0.038031,1.032839
11.00,101819,116102,0.02402,-0.038031,1.036842
11.05,101969,116528,0.030024,-0.03703,1.029837
11.10,102101,116885,0.036029,-0.038031,1.03384
11.15,102208,117066,0.034028,-0.035028,1.035842
11.20,102014,114828,0.029024,-0.035028,1.029837
11.25,100793,112675,0.033027,-0.032026,1.039845
11.30,100439,112299,0.033027,-0.039032,1.038844
11.35,100438,112419,0.033027,-0.041033,1.036842
11.40,100511,112682,0.02502,-0.03703,1.035842
11.45,100615,113098,0.026021,-0.031025,1.025833
11.50,100833,113730,0.036029,-0.040033,1.037843
11.55,101033,114044,0.036029,-0.03703,1.042847
11.60,101088,114138,0.029024,-0.031025,1.034841
11.65,101109,114242,0.029024,-0.036029,1.030838
11.70,101176,114443,0.032026,-0.039032,1.03384
11.75,101259,114776,0.035028,-0.03703,1.035842
11.80,101380,115127,0.028023,-0.038031,1.034841
11.85,101489,115372,0.026021,-0.033027,1.029837
11.90,101550,115640,0.033027,-0.034028,1.029837
11.95,101667,115945,0.038031,-0.033027,1.032839
12.00,101776,116156,0.028023,-0.03703,1.03384
12.05,101514,113872,0.031025,-0.038031,1.029837
12.10,100507,112353,0.03703,-0.038031,1.034841
12.15,100249,111941,0.035028,-0.03703,1.036842
12.20,100219,111994,0.033027,-0.033027,1.036842
12.25,100240,112118,0.031025,-0.031025,1.03384
12.30,100308,112427,0.032026,-0.035028,1.038844
12.35,100462,112866,0.033027,-0.036029,1.037843
12.40,100591,113025,0.032026,-0.034028,1.038844
12.45,100590,113012,0.031025,-0.033027,1.037843
12.50,100618,113129,0.029024,-0.03703,1.034841
12.55,100680,113329,0.033027,-0.036029,1.036842
12.60,100821,113770,0.035028,-0.039032,1.042847
12.65,100948,113970,0.028023,-0.03703,1.035842
12.70,100983,114088,0.030024,-0.03703,1.034841
12.75,101010,114275,0.036029,-0.03703,1.03384
12.80,101032,113982,0.031025,-0.032026,1.035842
12.85,100545,112028,0.034028,-0.036029,1.027835
12.90,99820,110364,0.033027,-0.034028,1.031838
12.95,99431,109762,0.030024,-0.034028,1.036842
13.00,99353,109615,0.028023,-0.038031,1.03384
13.05,99362,109834,0.034028,-0.034028,1.030838
13.10,99506,110402,0.034028,-0.035028,1.032839
13.15,99775,111172,0.035028,-0.038031,1.034841
13.20,99978,111504,0.028023,-0.040033,1.031838
13.25,100065,111717,0.029024,-0.035028,1.03384
13.30,100111,111946,0.031025,-0.034028,1.03384
13.35,100197,112184,0.035028,-0.035028,1.036842
13.40,100290,112509,0.033027,-0.036029,1.036842
13.45,100419,112892,0.033027,-0.034028,1.032839
13.50,100577,113334,0.031025,-0.036029,1.034841
13.55,100758,113696,0.030024,-0.03703,1.032839
13.60,100870,113983,0.031025,-0.035028,1.03384
13.65,100999,114370,0.033027,-0.030024,1.028836
13.70,101038,113407,0.02502,-0.039032,1.029837
13.75,100338,111571,0.021017,-0.040033,1.029837
13.80,99790,110498,0.029024,-0.035028,1.03384
13.85,99605,110350,0.03703,-0.033027,1.037843
13.90,99659,110565,0.034028,-0.03703,1.036842
13.95,99758,111004,0.032026,-0.040033,1.03384
14.00,99996,111752,0.033027,-0.033027,1.035842
14.05,100319,112463,0.032026,-0.035028,1.036842
14.10,100564,112770,0.030024,-0.035028,1.034841
14.15,100667,112826,0.023019,-0.038031,1.035842
14.20,100672,113025,0.030024,-0.036029,1.042847
14.25,100728,113312,0.03703,-0.036029,1.038844
14.30,100823,113728,0.03703,-0.040033,1.034841
14.35,100958,114003,0.032026,-0.040033,1.036842
14.40,101004,114138,0.028023,-0.032026,1.029837
14.45,101039,114343,0.032026,-0.032026,1.036842
14.50,101118,114594,0.036029,-0.034028,1.037843
14.55,101178,114254,0.036029,-0.042034,1.034841
14.60,100565,112174,0.034028,-0.046037,1.032839
14.65,99887,110935,0.027022,-0.043035,1.035842
14.70,99621,110606,0.029024,-0.039032,1.034841
14.75,99622,110809,0.046037,-0.032026,1.036842
14.80,99748,111273,0.038031,-0.041033,1.036842
14.85,100007,112123,0.027022,-0.044036,1.03384
14.90,100341,112773,0.02502,-0.038031,1.035842
14.95,100603,113253,0.020016,-0.028023,1.029837
15.00,101289,114471,0.048039,-0.042034,1.039845
15.05,101929,115492,0.022018,-0.033027,1.034841
15.10,102147,115989,0.029024,-0.027022,1.025833
15.15,102543,116817,0.03703,-0.046037,1.043848
15.20,102278,115176,0.029024,-0.030024,1.03384
15.25,101420,113186,0.026021,-0.041033,1.035842
15.30,100864,112352,0.040033,-0.040033,1.03384
15.35,100787,112495,0.032026,-0.038031,1.031838
15.40,100925,112941,0.019015,-0.036029,1.030838
15.45,101153,113542,0.02402,-0.034028,1.03384
15.50,101464,114099,0.044036,-0.036029,1.035842
15.55,101704,114337,0.043035,-0.045037,1.039845
15.60,101775,114307,0.031025,-0.036029,1.030838
15.65,101720,114210,0.02502,-0.027022,1.026834
15.70,101651,114192,0.031025,-0.032026,1.031838
15.75,101628,114299,0.027022,-0.040033,1.019829
15.80,101626,114412,0.032026,-0.040033,1.028836
15.85,101627,114443,0.029024,-0.035028,1.035842
15.90,101542,114352,0.026021,-0.034028,1.034841
15.95,101434,114277,0.029024,-0.036029,1.032839
16.00,101330,113858,0.034028,-0.038031,1.030838
16.05,100850,111980,0.034028,-0.040033,1.038844
16.10,100036,110085,0.03703,-0.038031,1.036842
16.15,99537,109442,0.033027,-0.041033,1.038844
16.20,99612,109917,0.034028,-0.042034,1.037843
16.25,99705,110250,0.034028,-0.040033,1.035842
16.30,99961,110780,0.021017,-0.035028,1.027835
16.35,100056,110960,0.031025,-0.03703,1.032839
16.40,100463,112045,0.032026,-0.038031,1.036842
16.45,100671,112600,0.031025,-0.035028,1.035842
16.50,101356,114081,0.038031,-0.039032,1.036842
16.55,101491,113959,0.033027,-0.038031,1.035842
16.60,100418,110762,0.031025,-0.036029,1.034841
16.65,100423,111505,0.032026,-0.039032,1.034841
16.70,100754,112334,0.034028,-0.032026,1.038844
16.75,100818,112420,0.031025,-0.035028,1.036842
16.80,100809,112404,0.033027,-0.039032,1.036842
16.85,100817,112506,0.034028,-0.038031,1.038844
16.90,100890,112836,0.03703,-0.03703,1.038844
16.95,100964,113120,0.031025,-0.036029,1.036842
17.00,101046,113529,0.034028,-0.038031,1.035842
17.05,101185,113887,0.033027,-0.035028,1.036842
17.10,101334,114291,0.032026,-0.039032,1.034841
17.15,101453,114486,0.032026,-0.03703,1.040846
17.20,101295,113339,0.031025,-0.036029,1.043848
17.25,100641,111586,0.034028,-0.032026,1.037843
17.30,100160,110892,0.032026,-0.033027,1.035842
17.35,100120,111180,0.034028,-0.03703,1.035842
17.40,100256,111635,0.035028,-0.035028,1.039845
17.45,100469,112258,0.033027,-0.034028,1.039845
17.50,100709,112829,0.027022,-0.034028,1.035842
17.55,100874,113041,0.030024,-0.039032,1.035842
17.60,100943,113225,0.031025,-0.038031,1.029837
17.65,100994,113487,0.034028,-0.038031,1.034841
17.70,101101,113804,0.035028,-0.034028,1.029837
17.75,101363,114454,0.033027,-0.038031,1.03384
17.80,101449,114775,0.031025,-0.039032,1.030838
17.85,101598,115162,0.027022,-0.038031,1.034841
17.90,101763,115485,0.030024,-0.036029,1.035842
17.95,101916,115535,0.032026,-0.035028,1.035842
18.00,101691,114124,0.032026,-0.039032,1.03384
18.05,101070,112474,0.030024,-0.040033,1.037843
18.10,101327,114127,0.029024,-0.036029,1.035842
18.15,101565,114613,0.031025,-0.036029,1.036842
18.20,101668,114861,0.027022,-0.03703,1.03384
18.25,101700,114874,0.027022,-0.03703,1.040846
18.30,101719,115081,0.032026,-0.03703,1.037843
18.35,101807,115367,0.033027,-0.034028,1.03384
18.40,101886,115691,0.034028,-0.036029,1.032839
18.45,101982,115941,0.032026,-0.038031,1.039845
18.50,101991,116047,0.031025,-0.036029,1.036842
18.55,101994,116196,0.035028,-0.035028,1.035842
18.60,102029,116446,0.033027,-0.036029,1.027835
18.65,102082,116466,0.031025,-0.038031,1.034841
18.70,101757,114665,0.036029,-0.03703,1.032839
18.75,101025,113115,0.034028,-0.034028,1.034841
18.80,100622,112556,0.032026,-0.036029,1.035842
18.85,100620,112942,0.030024,-0.041033,1.035842
18.90,100844,113532,0.031025,-0.035028,1.037843
18.95,101080,114220,0.036029,-0.038031,1.035842
19.00,101323,114618,0.032026,-0.036029,1.031838
19.05,101399,114700,0.033027,-0.03703,1.034841
19.10,101415,114765,0.034028,-0.035028,1.031838
19.15,101471,114962,0.035028,-0.03703,1.038844
19.20,101559,115337,0.035028,-0.036029,1.035842
19.25,101727,115723,0.033027,-0.034028,1.036842
19.30,102123,116799,0.030024,-0.031025,1.035842
19.35,102251,117130,0.032026,-0.036029,1.034841
19.40,102382,117491,0.035028,-0.03703,1.036842
19.45,102328,116123,0.033027,-0.03703,1.034841
19.50,101507,114261,0.034028,-0.039032,1.032839
19.55,101045,113544,0.030024,-0.03703,1.037843
19.60,100995,113733,0.031025,-0.03703,1.037843
19.65,101185,114311,0.031025,-0.038031,1.032839
19.70,101411,114970,0.031025,-0.036029,1.041847
19.75,101654,115529,0.033027,-0.036029,1.038844
19.80,101796,115670,0.033027,-0.03703,1.037843
19.85,101809,115624,0.031025,-0.040033,1.032839
19.90,101950,116236,0.033027,-0.040033,1.034841
19.95,102103,116595,0.032026,-0.036029,1.036842
20.00,102223,116968,0.029024,-0.03703,1.037843
20.05,102371,117344,0.031025,-0.038031,1.036842
20.10,102461,117609,0.033027,-0.036029,1.032839
20.15,102545,117820,0.030024,-0.038031,1.032839
20.20,102638,117955,0.031025,-0.03703,1.029837
20.25,102483,116386,0.032026,-0.03703,1.03384
20.30,101657,114568,0.035028,-0.03703,1.037843
20.35,101203,113959,0.028023,-0.034028,1.034841
20.40,101169,114148,0.030024,-0.03703,1.03384
20.45,101337,114647,0.027022,-0.036029,1.031838
20.50,101544,115242,0.034028,-0.039032,1.039845
20.55,101730,115676,0.035028,-0.03703,1.038844
20.60,101798,115664,0.032026,-0.035028,1.036842
20.65,101753,115623,0.033027,-0.038031,1.036842
20.70,101761,115742,0.033027,-0.031025,1.035842
20.75,101836,116002,0.033027,-0.036029,1.039845
20.80,101934,116366,0.029024,-0.039032,1.03384
20.85,102074,116733,0.031025,-0.03703,1.035842
20.90,102214,117076,0.034028,-0.03703,1.035842
20.95,102421,117703,0.033027,-0.031025,1.031838
21.00,102519,117941,0.029024,-0.031025,1.034841
21.05,102605,117905,0.038031,-0.034028,1.03384
21.10,102181,115812,0.032026,-0.039032,1.035842
21.15,101454,114422,0.035028,-0.040033,1.034841
21.20,101161,114167,0.030024,-0.03703,1.03384
21.25,101204,114541,0.032026,-0.03703,1.036842
21.30,101385,115148,0.032026,-0.034028,1.031838
21.35,101613,115685,0.033027,-0.034028,1.03384
21.40,101804,115989,0.034028,-0.03703,1.031838
21.45,101813,115844,0.028023,-0.03703,1.034841
21.50,101770,115863,0.030024,-0.036029,1.031838
21.55,101793,116032,0.032026,-0.035028,1.03384
21.60,101881,116358,0.03703,-0.039032,1.036842
21.65,102162,117072,0.033027,-0.035028,1.036842
21.70,102315,117465,0.033027,-0.032026,1.037843
21.75,102428,117748,0.030024,-0.039032,1.034841
21.80,102549,117987,0.031025,-0.038031,1.03384
21.85,102637,118223,0.039032,-0.041033,1.037843
21.90,102539,116805,0.033027,-0.040033,1.032839
21.95,101768,115190,0.033027,-0.038031,1.038844
22.00,101374,114656,0.030024,-0.034028,1.031838
22.05,101361,114965,0.030024,-0.034028,1.034841
22.10,101555,115551,0.033027,-0.036029,1.035842
22.15,101772,116154,0.036029,-0.036029,1.038844
22.20,101966,116409,0.035028,-0.038031,1.038844
22.25,101965,116231,0.033027,-0.035028,1.031838
22.30,101869,116102,0.031025,-0.036029,1.035842
22.35,101858,116247,0.030024,-0.039032,1.035842
22.40,101959,116657,0.031025,-0.035028,1.037843
22.45,102157,117200,0.028023,-0.038031,1.039845
22.50,102587,118270,0.031025,-0.036029,1.034841
22.55,102703,118641,0.031025,-0.038031,1.034841
22.60,102805,118906,0.035028,-0.035028,1.034841
22.65,102862,118913,0.035028,-0.035028,1.035842
22.70,102437,116585,0.033027,-0.03703,1.035842
22.75,101250,114925,0.031025,-0.039032,1.03384
22.80,101326,115406,0.030024,-0.040033,1.034841
22.85,101557,115979,0.033027,-0.039032,1.035842
22.90,101977,116893,0.030024,-0.039032,1.034841
22.95,102005,116832,0.031025,-0.039032,1.035842
23.00,101974,116769,0.031025,-0.035028,1.030838
23.05,101998,116900,0.034028,-0.034028,1.036842
23.10,102100,117156,0.036029,-0.034028,1.036842
23.15,102227,117504,0.033027,-0.03703,1.03384
23.20,102481,118222,0.032026,-0.038031,1.040846
23.25,102634,118502,0.033027,-0.035028,1.036842
23.30,102720,118808,0.033027,-0.03703,1.040846
23.35,102824,119051,0.031025,-0.031025,1.037843
23.40,102850,118379,0.030024,-0.034028,1.038844
23.45,102105,116005,0.032026,-0.042034,1.03384
23.50,101465,114944,0.033027,-0.035028,1.031838
23.55,101263,114876,0.034028,-0.03703,1.024833
23.60,101358,115303,0.034028,-0.033027,1.028836
23.65,101532,115760,0.034028,-0.036029,1.029837
23.70,101715,116235,0.031025,-0.038031,1.035842
23.75,101834,116326,0.032026,-0.036029,1.035842
23.80,101815,116227,0.031025,-0.03703,1.032839
23.85,101768,116229,0.034028,-0.036029,1.034841
23.90,101823,116488,0.031025,-0.036029,1.039845
23.95,101920,116779,0.032026,-0.034028,1.037843
24.00,102060,117094,0.029024,-0.042034,1.034841
24.05,102185,117456,0.030024,-0.03703,1.035842
24.10,102305,117761,0.032026,-0.034028,1.037843
24.15,102412,118080,0.032026,-0.038031,1.039845
24.20,102505,118317,0.034028,-0.036029,1.036842
24.25,102596,118568,0.035028,-0.036029,1.035842
24.30,102649,118218,0.032026,-0.036029,1.039845
24.35,102067,115939,0.033027,-0.038031,1.036842
24.40,101415,114918,0.035028,-0.038031,1.03384
24.45,101216,114822,0.030024,-0.038031,1.040846
24.50,101323,115269,0.034028,-0.036029,1.032839
24.55,101518,115797,0.033027,-0.03703,1.03384
24.60,101719,116303,0.035028,-0.03703,1.036842
24.65,101862,116484,0.028023,-0.038031,1.036842
24.70,101865,116403,0.026021,-0.038031,1.034841
24.75,101846,116425,0.031025,-0.034028,1.026834
24.80,101894,116597,0.032026,-0.036029,1.031838
24.85,101981,116939,0.031025,-0.034028,1.031838
24.90,102116,117284,0.035028,-0.033027,1.037843
24.95,102267,117631,0.034028,-0.036029,1.034841
25.00,102387,117931,0.029024,-0.036029,1.03384
25.05,102491,118109,0.029024,-0.036029,1.034841
25.10,102569,118398,0.033027,-0.031025,1.032839
25.15,102641,118486,0.032026,-0.035028,1.039845
25.20,102440,116772,0.034028,-0.038031,1.034841
25.25,101686,115305,0.036029,-0.036029,1.035842
25.30,101339,114940,0.031025,-0.036029,1.039845
25.35,101354,115209,0.031025,-0.036029,1.038844
25.40,101515,115747,0.033027,-0.036029,1.03384
25.45,101727,116300,0.034028,-0.039032,1.031838
25.50,101861,116533,0.033027,-0.03703,1.031838
25.55,101852,116354,0.030024,-0.03703,1.032839
25.60,101753,116269,0.031025,-0.03703,1.036842
25.65,101777,116424,0.029024,-0.036029,1.037843
25.70,101875,116727,0.028023,-0.035028,1.03384
25.75,102132,117352,0.033027,-0.03703,1.035842
25.80,102220,117610,0.035028,-0.038031,1.037843
25.85,102312,117940,0.036029,-0.036029,1.034841
25.90,102440,118301,0.034028,-0.03703,1.036842
25.95,102629,117528,0.026021,-0.038031,1.035842
26.00,101885,115530,0.031025,-0.039032,1.036842
26.05,101371,114676,0.035028,-0.03703,1.035842
26.10,101191,114667,0.040033,-0.036029,1.036842
26.15,101276,115058,0.036029,-0.034028,1.036842
26.20,101616,115872,0.023019,-0.036029,1.031838
26.25,101746,116058,0.033027,-0.033027,1.028836
26.30,101734,116103,0.03703,-0.040033,1.029837
26.35,101762,116411,0.035028,-0.03703,1.034841
26.40,101915,116781,0.02402,-0.038031,1.031838
26.45,102120,117188,0.020016,-0.03703,1.030838
26.50,102407,117697,0.040033,-0.03703,1.040846
26.55,102481,118003,0.046037,-0.035028,1.043848
26.60,102601,118260,0.031025,-0.036029,1.039845
26.65,102537,116906,0.022018,-0.031025,1.032839
26.70,101779,115229,0.022018,-0.030024,1.035842
26.75,101294,114752,0.048039,-0.042034,1.04585
26.80,101461,115130,0.029024,-0.040033,1.037843
