IR, RED,X,Y,Z, heart_rate, respiration_rate, SPO2,Activity
113329,100680,0.033027,-0.036029,1.036842,60,16,76.16403081,4.00E+00
113770,100821,0.035028,-0.039032,1.042847,60,16,76.16403081,3.00E+00
113970,100948,0.028023,-0.03703,1.035842,60,16,76.16403081,5.00E+00
114088,100983,0.030024,-0.03703,1.034841,60,16,76.16403081,5.00E+00
114275,101010,0.036029,-0.03703,1.03384,60,16,76.16403081,5.00E+00
113982,101032,0.031025,-0.032026,1.035842,60,16,76.16403081,5.00E+00
112028,100545,0.034028,-0.036029,1.027835,60,16,76.16403081,4.00E+00
110364,99820,0.033027,-0.034028,1.031838,60,16,76.16403081,5.00E+00
109762,99431,0.030024,-0.034028,1.036842,60,16,76.16403081,5.00E+00
109615,99353,0.028023,-0.038031,1.03384,60,16,76.16403081,5.00E+00
109834,99362,0.034028,-0.034028,1.030838,60,16,81.20889075,5.00E+00
110402,99506,0.034028,-0.035028,1.032839,60,16,81.20889075,4.00E+00
111172,99775,0.035028,-0.038031,1.034841,60,16,81.20889075,3.00E+00
111504,99978,0.028023,-0.040033,1.031838,63.15789474,16,81.20889075,5.00E+00
111717,100065,0.029024,-0.035028,1.03384,63.15789474,16,81.20889075,5.00E+00
111946,100111,0.031025,-0.034028,1.03384,63.15789474,16,81.20889075,5.00E+00
112184,100197,0.035028,-0.035028,1.036842,63.15789474,16,81.20889075,5.00E+00
112509,100290,0.033027,-0.036029,1.036842,63.15789474,16,81.20889075,4.00E+00
112892,100419,0.033027,-0.034028,1.032839,63.15789474,16,81.20889075,5.00E+00
113334,100577,0.031025,-0.036029,1.034841,63.15789474,16,81.20889075,4.00E+00
113696,100758,0.030024,-0.03703,1.032839,63.15789474,16,81.20889075,5.00E+00
113983,100870,0.031025,-0.035028,1.03384,63.15789474,15.78947368,81.20889075,4.00E+00
114370,100999,0.033027,-0.030024,1.028836,63.15789474,15.78947368,81.20889075,5.00E+00
113407,101038,0.02502,-0.039032,1.029837,63.15789474,15.78947368,81.20889075,5.00E+00
111571,100338,0.021017,-0.040033,1.029837,63.15789474,15.78947368,81.20889075,5.00E+00
110498,99790,0.029024,-0.035028,1.03384,63.15789474,15.78947368,81.20889075,5.00E+00
110350,99605,0.03703,-0.033027,1.037843,63.15789474,15.78947368,81.20889075,5.00E+00
110565,99659,0.034028,-0.03703,1.036842,63.15789474,15.78947368,81.20889075,3.00E+00
111004,99758,0.032026,-0.040033,1.03384,63.15789474,15.78947368,81.20889075,4.00E+00
111752,99996,0.033027,-0.033027,1.035842,63.15789474,15.78947368,81.20889075,5.00E+00
112463,100319,0.032026,-0.035028,1.036842,63.15789474,15.78947368,81.20889075,4.00E+00
112770,100564,0.030024,-0.035028,1.034841,63.15789474,15.78947368,81.20889075,5.00E+00
112826,100667,0.023019,-0.038031,1.035842,70.58823529,15.78947368,81.20889075,5.00E+00
113025,100672,0.030024,-0.036029,1.042847,70.58823529,15.78947368,79.31704773,5.00E+00
113312,100728,0.03703,-0.036029,1.038844,70.58823529,15.78947368,79.31704773,5.00E+00
113728,100823,0.03703,-0.040033,1.034841,70.58823529,15.78947368,79.31704773,3.00E+00
114003,100958,0.032026,-0.040033,1.036842,70.58823529,15.78947368,79.31704773,5.00E+00
114138,101004,0.028023,-0.032026,1.029837,70.58823529,15.78947368,79.31704773,5.00E+00
114343,101039,0.032026,-0.032026,1.036842,70.58823529,15.78947368,79.31704773,5.00E+00
114594,101118,0.036029,-0.034028,1.037843,70.58823529,15.78947368,79.31704773,5.00E+00
114254,101178,0.036029,-0.042034,1.034841,70.58823529,15.78947368,79.31704773,4.00E+00
112174,100565,0.034028,-0.046037,1.032839,70.58823529,15.78947368,79.31704773,5.00E+00
110935,99887,0.027022,-0.043035,1.035842,70.58823529,15.78947368,79.31704773,5.00E+00
110606,99621,0.029024,-0.039032,1.034841,70.58823529,15.78947368,79.31704773,5.00E+00
110809,99622,0.046037,-0.032026,1.036842,70.58823529,15.78947368,79.31704773,5.00E+00
111273,99748,0.038031,-0.041033,1.036842,70.58823529,15.78947368,79.31704773,4.00E+00
112123,100007,0.027022,-0.044036,1.03384,70.58823529,15.78947368,79.31704773,5.00E+00
112773,100341,0.02502,-0.038031,1.035842,70.58823529,15.78947368,79.31704773,5.00E+00
113253,100603,0.020016,-0.028023,1.029837,70.58823529,15.78947368,79.31704773,5.00E+00
114471,101289,0.048039,-0.042034,1.039845,75,15.78947368,80.03196208,5.00E+00
115492,101929,0.022018,-0.033027,1.034841,75,15.78947368,80.03196208,5.00E+00
115989,102147,0.029024,-0.027022,1.025833,75,15.78947368,80.03196208,5.00E+00
116817,102543,0.03703,-0.046037,1.043848,75,15.78947368,80.03196208,5.00E+00
115176,102278,0.029024,-0.030024,1.03384,75,15.78947368,80.03196208,5.00E+00
113186,101420,0.026021,-0.041033,1.035842,75,15.78947368,80.03196208,5.00E+00
112352,100864,0.040033,-0.040033,1.03384,75,15.78947368,80.03196208,5.00E+00
112495,100787,0.032026,-0.038031,1.031838,75,15.78947368,80.03196208,4.00E+00
112941,100925,0.019015,-0.036029,1.030838,75,15.78947368,80.03196208,5.00E+00
113542,101153,0.02402,-0.034028,1.03384,75,15.78947368,80.03196208,5.00E+00
114099,101464,0.044036,-0.036029,1.035842,75,15.78947368,80.03196208,5.00E+00
114337,101704,0.043035,-0.045037,1.039845,75,15.78947368,80.03196208,5.00E+00
114307,101775,0.031025,-0.036029,1.030838,75,15.78947368,80.03196208,5.00E+00
114210,101720,0.02502,-0.027022,1.026834,75,15.78947368,80.03196208,5.00E+00
114192,101651,0.031025,-0.032026,1.031838,75,15.78947368,80.03196208,5.00E+00
114299,101628,0.027022,-0.040033,1.019829,75,15.78947368,80.03196208,5.00E+00
114412,101626,0.032026,-0.040033,1.028836,75,15.78947368,80.50842996,4.00E+00
114443,101627,0.029024,-0.035028,1.035842,75,15.78947368,80.50842996,5.00E+00
114352,101542,0.026021,-0.034028,1.034841,75,15.78947368,80.50842996,5.00E+00
