IR, RED,X,Y,Z, heart_rate, respiration_rate, SPO2,Activity
121245,102907,0.029024,-0.036029,1.035842,75,15,80.11172049,5.00E+00
121198,102883,0.033027,-0.035028,1.03384,75,15,80.11172049,4.00E+00
121255,102885,0.036029,-0.036029,1.038844,75,15,80.11172049,5.00E+00
121359,102907,0.033027,-0.03703,1.038844,75,15,80.11172049,3.00E+00
121418,102944,0.030024,-0.034028,1.037843,75,15,80.11172049,5.00E+00
121516,102965,0.030024,-0.033027,1.037843,75,15,80.11172049,5.00E+00
121569,102996,0.031025,-0.035028,1.037843,75,15,80.11172049,4.00E+00
121705,103028,0.032026,-0.034028,1.036842,75,15,80.11172049,4.00E+00
121724,103043,0.035028,-0.036029,1.040846,75,15,80.11172049,5.00E+00
121775,103066,0.032026,-0.03703,1.035842,75,15,80.11172049,4.00E+00
121809,103083,0.031025,-0.039032,1.03384,75,15,80.11172049,5.00E+00
121896,103096,0.032026,-0.036029,1.031838,75,15,80.11172049,4.00E+00
121974,103130,0.029024,-0.034028,1.03384,75,15,80.11172049,5.00E+00
121875,103129,0.034028,-0.039032,1.039845,75,15,80.11172049,3.00E+00
121234,102958,0.032026,-0.035028,1.039845,75,15,80.11172049,5.00E+00
120948,102782,0.034028,-0.038031,1.03384,75,15,80.0306974,3.00E+00
121001,102740,0.034028,-0.039032,1.031838,75,15,80.0306974,3.00E+00
121207,102796,0.034028,-0.038031,1.030838,75,15,80.0306974,4.00E+00
121357,102865,0.029024,-0.03703,1.036842,75,15,80.0306974,5.00E+00
121499,102915,0.031025,-0.038031,1.038844,75,15,80.0306974,5.00E+00
121346,102896,0.031025,-0.034028,1.034841,75,15,80.0306974,5.00E+00
121408,102852,0.030024,-0.038031,1.03384,75,15,80.0306974,5.00E+00
121508,102887,0.029024,-0.038031,1.030838,75,15,80.0306974,5.00E+00
121543,102916,0.028023,-0.036029,1.034841,75,15,80.0306974,5.00E+00
121633,102945,0.028023,-0.036029,1.036842,75,15,80.0306974,5.00E+00
121699,102965,0.033027,-0.039032,1.036842,75,15,80.0306974,3.00E+00
121740,102993,0.034028,-0.039032,1.035842,75,15,80.0306974,3.00E+00
121815,102999,0.030024,-0.040033,1.036842,75,15,80.0306974,5.00E+00
121852,103005,0.030024,-0.036029,1.03384,75,15,80.0306974,5.00E+00
122034,103067,0.032026,-0.03703,1.032839,80,15,78.29087859,4.00E+00
121990,103056,0.031025,-0.036029,1.036842,80,15,78.29087859,4.00E+00
121929,103037,0.030024,-0.041033,1.037843,75,15,80.0306974,5.00E+00
122112,103086,0.032026,-0.039032,1.039845,80,15,78.29087859,3.00E+00
121757,103073,0.035028,-0.03703,1.036842,80,15,78.29087859,4.00E+00
120994,102640,0.034028,-0.039032,1.032839,80,15,78.29087859,3.00E+00
121146,102858,0.032026,-0.042034,1.030838,80,15,78.29087859,4.00E+00
121183,102701,0.034028,-0.035028,1.034841,80,15,78.29087859,4.00E+00
121343,102767,0.032026,-0.036029,1.038844,80,15,78.29087859,4.00E+00
121404,102805,0.033027,-0.03703,1.037843,80,15,78.29087859,3.00E+00
121295,102743,0.033027,-0.038031,1.037843,80,15,78.29087859,3.00E+00
121464,102773,0.032026,-0.03703,1.035842,80,15,78.29087859,4.00E+00
121618,102851,0.033027,-0.03703,1.034841,80,15,78.29087859,3.00E+00
121930,103045,0.033027,-0.039032,1.036842,75,15,80.0306974,3.00E+00
121666,102880,0.032026,-0.038031,1.03384,80,15,78.29087859,3.00E+00
121793,102904,0.031025,-0.041033,1.034841,80,15,78.29087859,5.00E+00
121756,102889,0.031025,-0.036029,1.034841,80,15,78.29087859,4.00E+00
121846,102917,0.03703,-0.039032,1.036842,80,15,76.41219367,5.00E+00
121895,102937,0.033027,-0.034028,1.036842,80,15,76.41219367,5.00E+00
121925,102944,0.032026,-0.034028,1.031838,80,15,76.41219367,5.00E+00
121981,102950,0.034028,-0.035028,1.038844,80,15,76.41219367,5.00E+00
121830,102975,0.032026,-0.03703,1.039845,80,15,76.41219367,5.00E+00
121529,102822,0.028023,-0.03703,1.037843,80,15,78.29087859,5.00E+00
121182,102799,0.029024,-0.036029,1.037843,80,15,76.41219367,5.00E+00
120804,102587,0.031025,-0.033027,1.040846,80,15,76.41219367,5.00E+00
120825,102513,0.032026,-0.036029,1.039845,80,15,76.41219367,4.00E+00
120974,102536,0.032026,-0.035028,1.037843,80,15,76.41219367,4.00E+00
121160,102599,0.032026,-0.03703,1.036842,80,15,76.41219367,4.00E+00
121224,102659,0.030024,-0.039032,1.032839,80,15,76.41219367,5.00E+00
121248,102653,0.029024,-0.038031,1.036842,80,15,76.41219367,5.00E+00
121087,102579,0.038031,-0.038031,1.037843,80,15,76.41219367,5.00E+00
121140,102588,0.032026,-0.036029,1.04585,80,15,76.41219367,5.00E+00
121424,102682,0.032026,-0.036029,1.036842,85.71428571,15,80.8180627,4.00E+00
121216,102610,0.034028,-0.034028,1.034841,85.71428571,15,76.41219367,5.00E+00
121493,102709,0.034028,-0.036029,1.037843,85.71428571,15,80.8180627,3.00E+00
121548,102727,0.035028,-0.036029,1.035842,85.71428571,15,80.8180627,5.00E+00
121653,102766,0.033027,-0.034028,1.036842,85.71428571,15,80.8180627,5.00E+00
121643,102749,0.033027,-0.03703,1.031838,85.71428571,15,80.8180627,4.00E+00
121752,102764,0.035028,-0.038031,1.03384,85.71428571,15,80.8180627,4.00E+00
121684,102776,0.030024,-0.036029,1.031838,85.71428571,15,80.8180627,5.00E+00
121205,102706,0.029024,-0.034028,1.036842,85.71428571,15,80.8180627,5.00E+00
120449,102308,0.032026,-0.036029,1.039845,85.71428571,15,80.8180627,4.00E+00
120754,102334,0.031025,-0.039032,1.036842,85.71428571,15,80.8180627,5.00E+00
120881,102409,0.033027,-0.038031,1.03384,85.71428571,15,80.8180627,3.00E+00
120833,102398,0.035028,-0.036029,1.039845,85.71428571,15,80.8180627,5.00E+00
120816,102341,0.031025,-0.034028,1.031838,85.71428571,15,80.8180627,5.00E+00
120951,102416,0.029024,-0.03703,1.030838,80,15,80.8180627,5.00E+00
121052,102464,0.029024,-0.036029,1.038844,80,15,80.23520442,5.00E+00
121039,102437,0.033027,-0.036029,1.041847,80,15,80.23520442,5.00E+00
121186,102477,0.034028,-0.03703,1.037843,80,15,80.23520442,3.00E+00
121305,102534,0.031025,-0.036029,1.032839,80,15,80.23520442,4.00E+00
121391,102558,0.031025,-0.035028,1.036842,80,15,80.23520442,4.00E+00
121451,102585,0.031025,-0.036029,1.034841,80,15,80.23520442,4.00E+00
121377,102553,0.031025,-0.039032,1.035842,80,15,80.23520442,5.00E+00
121504,102604,0.034028,-0.040033,1.035842,80,15,80.23520442,3.00E+00
121679,102655,0.033027,-0.038031,1.032839,80,15,80.23520442,3.00E+00
121766,102686,0.03703,-0.035028,1.036842,80,15,80.23520442,5.00E+00
121826,102717,0.033027,-0.035028,1.035842,80,15,80.23520442,4.00E+00
121906,102740,0.028023,-0.035028,1.037843,80,15,80.23520442,5.00E+00
122048,102789,0.033027,-0.039032,1.036842,80,15,80.23520442,3.00E+00
121968,102764,0.033027,-0.039032,1.036842,80,15,80.23520442,3.00E+00
122112,102801,0.031025,-0.036029,1.036842,70.58823529,15,81.71717506,4.00E+00
122169,102826,0.035028,-0.03703,1.031838,70.58823529,15,81.71717506,4.00E+00
122107,102844,0.034028,-0.03703,1.034841,70.58823529,15,81.71717506,3.00E+00
121173,102673,0.034028,-0.039032,1.031838,70.58823529,15,81.71717506,3.00E+00
120220,102129,0.029024,-0.032026,1.03384,70.58823529,15,81.71717506,5.00E+00
120373,102118,0.031025,-0.035028,1.034841,70.58823529,15,81.71717506,4.00E+00
120627,102201,0.030024,-0.03703,1.034841,70.58823529,15,81.71717506,5.00E+00
120786,102270,0.033027,-0.040033,1.025833,70.58823529,15,81.71717506,4.00E+00
120792,102305,0.034028,-0.039032,1.025833,70.58823529,15.18987342,81.71717506,4.00E+00
120629,102279,0.032026,-0.035028,1.034841,70.58823529,15.18987342,81.71717506,4.00E+00
120533,102222,0.028023,-0.03703,1.031838,70.58823529,15.18987342,81.71717506,5.00E+00
120541,102201,0.029024,-0.03703,1.038844,70.58823529,15.18987342,81.71717506,5.00E+00
120839,102288,0.031025,-0.038031,1.03384,70.58823529,15.18987342,81.71717506,5.00E+00
120956,102359,0.030024,-0.039032,1.030838,70.58823529,15.18987342,81.71717506,5.00E+00
121019,102384,0.034028,-0.038031,1.031838,70.58823529,15.18987342,81.71717506,4.00E+00
121080,102402,0.033027,-0.03703,1.03384,70.58823529,15.18987342,81.71717506,4.00E+00
121089,102415,0.032026,-0.035028,1.031838,70.58823529,15.18987342,81.71717506,4.00E+00
120712,102421,0.035028,-0.033027,1.037843,63.15789474,15.18987342,81.71717506,5.00E+00
119893,102136,0.033027,-0.036029,1.036842,63.15789474,15.18987342,80.05984324,4.00E+00
119506,101796,0.029024,-0.035028,1.031838,63.15789474,15.18987342,80.05984324,5.00E+00
119699,101849,0.033027,-0.03703,1.036842,63.15789474,15.18987342,80.05984324,3.00E+00
119946,101962,0.032026,-0.036029,1.037843,63.15789474,15.18987342,80.05984324,4.00E+00
119957,101974,0.027022,-0.032026,1.036842,63.15789474,15.18987342,80.05984324,2.00E+00
119846,101977,0.027022,-0.036029,1.037843,63.15789474,15.18987342,80.05984324,5.00E+00
119901,101992,0.035028,-0.035028,1.03384,63.15789474,15.18987342,80.05984324,5.00E+00
120080,102055,0.035028,-0.03703,1.03384,63.15789474,15.18987342,80.05984324,4.00E+00
120187,102107,0.032026,-0.034028,1.034841,63.15789474,15.18987342,80.05984324,4.00E+00
120314,102146,0.026021,-0.036029,1.036842,63.15789474,15.18987342,80.05984324,5.00E+00
120387,102185,0.028023,-0.038031,1.030838,63.15789474,15.18987342,80.05984324,5.00E+00
120464,102219,0.030024,-0.036029,1.03384,63.15789474,15.18987342,80.05984324,5.00E+00
120562,102264,0.031025,-0.035028,1.032839,63.15789474,15.18987342,80.05984324,4.00E+00
120320,102288,0.031025,-0.038031,1.034841,63.15789474,15.18987342,80.05984324,5.00E+00
119410,102031,0.028023,-0.038031,1.034841,63.15789474,15.18987342,80.05984324,5.00E+00
118765,101713,0.032026,-0.035028,1.036842,63.15789474,15.18987342,80.05984324,4.00E+00
118662,101569,0.032026,-0.035028,1.03384,63.15789474,15.18987342,80.05984324,4.00E+00
118803,101584,0.032026,-0.036029,1.037843,63.15789474,15.18987342,80.05984324,4.00E+00
118953,101646,0.032026,-0.035028,1.036842,75,15.18987342,80.05984324,4.00E+00
119069,101719,0.034028,-0.03703,1.03384,75,15.18987342,79.9517649,4.00E+00
119076,101750,0.032026,-0.034028,1.03384,75,15.18987342,79.9517649,4.00E+00
119395,101874,0.036029,-0.03703,1.030838,75,15.18987342,79.9517649,4.00E+00
119284,101824,0.034028,-0.033027,1.038844,75,15.18987342,79.9517649,5.00E+00
119508,101923,0.038031,-0.034028,1.035842,75,15.18987342,79.9517649,5.00E+00
119620,101972,0.030024,-0.036029,1.034841,75,15.18987342,79.9517649,5.00E+00
119733,102024,0.031025,-0.038031,1.031838,75,15.18987342,79.9517649,5.00E+00
119779,102051,0.031025,-0.039032,1.03384,75,15.18987342,79.9517649,5.00E+00
119680,102089,0.030024,-0.03703,1.039845,75,15.18987342,79.9517649,5.00E+00
119036,101714,0.032026,-0.03703,1.036842,75,15.18987342,79.9517649,4.00E+00
118766,101883,0.03703,-0.038031,1.035842,75,15.18987342,79.9517649,5.00E+00
117987,101534,0.030024,-0.036029,1.03384,75,15.18987342,79.9517649,5.00E+00
117772,101349,0.031025,-0.036029,1.029837,75,15.18987342,79.9517649,5.00E+00
118018,101405,0.031025,-0.038031,1.034841,75,15.18987342,79.9517649,5.00E+00
117870,101341,0.034028,-0.039032,1.035842,75,15.18987342,79.9517649,3.00E+00
118175,101529,0.026021,-0.03703,1.034841,75,15.18987342,79.9517649,5.00E+00
118146,101541,0.031025,-0.03703,1.036842,75,15.18987342,80.15724216,5.00E+00
118140,101538,0.034028,-0.035028,1.034841,75,15.18987342,80.15724216,4.00E+00
118508,101657,0.033027,-0.038031,1.043848,75,15.18987342,80.15724216,3.00E+00
118206,101555,0.033027,-0.034028,1.034841,75,15.18987342,80.15724216,5.00E+00
118637,101729,0.033027,-0.039032,1.03384,75,15.18987342,80.15724216,3.00E+00
118772,101781,0.034028,-0.040033,1.031838,75,15.18987342,80.15724216,3.00E+00
118898,101841,0.034028,-0.038031,1.040846,75,15.18987342,80.15724216,3.00E+00
119009,101877,0.036029,-0.039032,1.034841,75,15.18987342,80.15724216,3.00E+00
119055,101910,0.03703,-0.034028,1.032839,75,15.18987342,80.15724216,5.00E+00
119155,101944,0.033027,-0.036029,1.037843,75,15.18987342,80.15724216,4.00E+00
119144,101986,0.033027,-0.039032,1.043848,75,15.18987342,80.15724216,3.00E+00
118327,101841,0.029024,-0.039032,1.037843,75,15.18987342,80.15724216,5.00E+00
117335,101468,0.031025,-0.036029,1.035842,75,15.18987342,80.15724216,4.00E+00
116960,101213,0.027022,-0.038031,1.036842,75,15.18987342,80.15724216,5.00E+00
117085,101199,0.033027,-0.034028,1.034841,75,15.18987342,80.15724216,5.00E+00
117241,101295,0.033027,-0.036029,1.036842,80,15.18987342,80.15724216,4.00E+00
117492,101463,0.034028,-0.036029,1.035842,80,15.18987342,79.42786397,4.00E+00
117484,101481,0.034028,-0.036029,1.034841,80,15.18987342,79.42786397,4.00E+00
117486,101476,0.031025,-0.030024,1.036842,80,15.18987342,79.42786397,5.00E+00
117728,101543,0.034028,-0.038031,1.035842,80,15.18987342,79.42786397,3.00E+00
117905,101638,0.031025,-0.038031,1.039845,80,15.18987342,79.42786397,5.00E+00
118050,101690,0.032026,-0.036029,1.037843,80,15.18987342,79.42786397,4.00E+00
118215,101750,0.030024,-0.038031,1.032839,80,15.18987342,79.42786397,5.00E+00
118527,101882,0.033027,-0.039032,1.028836,80,15.18987342,79.42786397,4.00E+00
118643,101927,0.031025,-0.035028,1.031838,80,15.18987342,79.42786397,5.00E+00
118736,101969,0.030024,-0.03703,1.039845,80,15.18987342,79.42786397,5.00E+00
118998,102045,0.029024,-0.036029,1.034841,80,15.18987342,79.42786397,5.00E+00
118748,102077,0.026021,-0.032026,1.035842,80,15.18987342,79.42786397,2.00E+00
116760,101429,0.030024,-0.036029,1.042847,80,15.18987342,79.42786397,5.00E+00
116803,101304,0.03703,-0.036029,1.040846,80,15.18987342,79.42786397,5.00E+00
117040,101413,0.036029,-0.035028,1.036842,100,15.18987342,79.42786397,5.00E+00
117189,101509,0.030024,-0.038031,1.036842,100,15.18987342,83.90533069,5.00E+00
117253,101568,0.030024,-0.035028,1.037843,100,15.18987342,83.90533069,5.00E+00
117281,101576,0.028023,-0.036029,1.039845,100,15.18987342,83.90533069,5.00E+00
117455,101634,0.033027,-0.039032,1.037843,100,15,83.90533069,3.00E+00
117295,101592,0.035028,-0.040033,1.036842,100,15,83.90533069,3.00E+00
117615,101701,0.036029,-0.035028,1.032839,100,15,83.90533069,5.00E+00
118749,102353,0.033027,-0.03703,1.03384,100,15,83.90533069,4.00E+00
118878,102381,0.03703,-0.039032,1.034841,100,15,83.90533069,5.00E+00
119043,102445,0.035028,-0.035028,1.035842,100,15,83.90533069,5.00E+00
118678,102449,0.03703,-0.035028,1.03384,100,15,83.90533069,5.00E+00
117557,102179,0.030024,-0.03703,1.034841,100,15,83.90533069,5.00E+00
116764,101793,0.031025,-0.039032,1.03384,85.71428571,15,83.90533069,5.00E+00
116654,101636,0.033027,-0.03703,1.03384,85.71428571,15,80.28200135,4.00E+00
116871,101704,0.031025,-0.036029,1.036842,85.71428571,15,80.28200135,4.00E+00
117143,101805,0.030024,-0.035028,1.039845,85.71428571,15,80.28200135,5.00E+00
117332,101907,0.032026,-0.03703,1.037843,85.71428571,15,80.28200135,4.00E+00
117399,101973,0.027022,-0.035028,1.037843,85.71428571,15,80.28200135,5.00E+00
117373,101984,0.032026,-0.035028,1.034841,85.71428571,15,80.28200135,4.00E+00
117483,101997,0.034028,-0.038031,1.031838,85.71428571,15,80.28200135,4.00E+00
117599,102030,0.033027,-0.03703,1.032839,85.71428571,15,80.28200135,4.00E+00
117791,102106,0.032026,-0.041033,1.038844,85.71428571,15,80.28200135,5.00E+00
117974,102176,0.035028,-0.038031,1.037843,85.71428571,15,80.28200135,3.00E+00
118193,102251,0.035028,-0.036029,1.032839,85.71428571,15,80.28200135,4.00E+00
118361,102314,0.032026,-0.038031,1.036842,85.71428571,15,80.28200135,3.00E+00
118695,102439,0.030024,-0.03703,1.037843,75,15,79.51895708,5.00E+00
118544,102388,0.030024,-0.039032,1.037843,85.71428571,15,80.28200135,5.00E+00
118928,102527,0.033027,-0.03703,1.03384,75,15,79.51895708,4.00E+00
119127,102581,0.034028,-0.035028,1.031838,75,15,79.51895708,4.00E+00
119244,102633,0.029024,-0.036029,1.032839,75,15,79.51895708,5.00E+00
119045,102723,0.030024,-0.036029,1.035842,75,15,79.51895708,5.00E+00
119464,102671,0.033027,-0.035028,1.037843,75,15,79.51895708,4.00E+00
117867,102361,0.032026,-0.039032,1.037843,75,15,79.51895708,3.00E+00
117174,102009,0.035028,-0.036029,1.034841,75,15,79.51895708,4.00E+00
118834,102489,0.033027,-0.036029,1.034841,75,15,79.51895708,4.00E+00
117184,101907,0.033027,-0.03703,1.034841,75,15,79.51895708,3.00E+00
117362,101969,0.032026,-0.036029,1.038844,75,15,79.51895708,4.00E+00
117595,102081,0.027022,-0.034028,1.030838,75,15,79.51895708,5.00E+00
117801,102152,0.033027,-0.035028,1.030838,75,15,79.51895708,4.00E+00
117864,102196,0.031025,-0.033027,1.031838,75,15,79.51895708,5.00E+00
117883,102215,0.033027,-0.035028,1.035842,75,15,79.51895708,4.00E+00
117930,102230,0.032026,-0.036029,1.035842,75,15,79.51895708,4.00E+00
118063,102259,0.034028,-0.040033,1.037843,80,15,80.11290435,3.00E+00
118292,102335,0.033027,-0.038031,1.037843,80,15,80.11290435,3.00E+00
118496,102409,0.031025,-0.040033,1.037843,80,15,80.11290435,5.00E+00
118702,102464,0.033027,-0.036029,1.031838,80,15,80.11290435,4.00E+00
118856,102521,0.032026,-0.03703,1.032839,80,15,80.11290435,4.00E+00
119059,102585,0.035028,-0.03703,1.035842,80,15,80.11290435,4.00E+00
119154,102641,0.029024,-0.033027,1.034841,80,15,80.11290435,5.00E+00
119323,102696,0.029024,-0.033027,1.030838,80,15,80.11290435,5.00E+00
119482,102737,0.027022,-0.035028,1.031838,80,15,80.11290435,5.00E+00
119658,102779,0.030024,-0.039032,1.032839,80,15,80.11290435,5.00E+00
119780,102840,0.032026,-0.041033,1.036842,80,15,80.11290435,5.00E+00
119937,102883,0.036029,-0.03703,1.030838,80,15,80.11290435,4.00E+00
120135,102936,0.031025,-0.035028,1.034841,80,15,80.11290435,4.00E+00
119947,102988,0.034028,-0.038031,1.034841,80,15,80.11290435,3.00E+00
118838,102738,0.032026,-0.038031,1.030838,80,15,80.11290435,4.00E+00
117852,102337,0.034028,-0.038031,1.040846,75,15,80.11290435,3.00E+00
117617,102131,0.031025,-0.038031,1.037843,75,15,80.11864068,5.00E+00
117782,102134,0.028023,-0.032026,1.039845,75,15,80.11864068,2.00E+00
118050,102224,0.034028,-0.033027,1.036842,75,15,80.11864068,5.00E+00
118210,102302,0.032026,-0.03703,1.037843,75,15,80.11864068,4.00E+00
118320,102350,0.032026,-0.038031,1.036842,75,15,80.11864068,3.00E+00
118265,102366,0.031025,-0.03703,1.030838,75,15,80.11864068,5.00E+00
118365,102369,0.028023,-0.040033,1.026834,75,15,80.11864068,5.00E+00
118447,102410,0.035028,-0.036029,1.037843,75,15,80.11864068,5.00E+00
118617,102467,0.033027,-0.036029,1.034841,75,15,80.11864068,4.00E+00
118799,102530,0.030024,-0.038031,1.034841,75,15,80.11864068,5.00E+00
118900,102564,0.031025,-0.038031,1.03384,75,15,80.11864068,5.00E+00
119014,102608,0.032026,-0.035028,1.034841,75,15,80.11864068,4.00E+00
119189,102611,0.033027,-0.033027,1.035842,75,15,80.11864068,5.00E+00
119278,102635,0.029024,-0.03703,1.032839,75,15,80.11864068,5.00E+00
119368,102661,0.033027,-0.036029,1.038844,75,15,80.11864068,4.00E+00
119477,102703,0.031025,-0.03703,1.031838,75,15,80.14125263,5.00E+00
119657,102742,0.032026,-0.036029,1.031838,75,15,80.14125263,4.00E+00
119767,102776,0.030024,-0.039032,1.034841,75,15,80.14125263,5.00E+00
119930,102814,0.035028,-0.035028,1.036842,75,15,80.14125263,5.00E+00
120082,102859,0.035028,-0.03703,1.03384,75,15,80.14125263,4.00E+00
120247,102914,0.032026,-0.034028,1.038844,75,15,80.14125263,5.00E+00
119480,102876,0.029024,-0.034028,1.038844,75,15,80.14125263,5.00E+00
118318,102462,0.028023,-0.030024,1.030838,75,15,80.14125263,5.00E+00
117853,102180,0.02502,-0.035028,1.036842,75,15,80.14125263,5.00E+00
117931,102113,0.026021,-0.03703,1.031838,75,15,80.14125263,5.00E+00
118159,102173,0.031025,-0.039032,1.037843,75,15,80.14125263,5.00E+00
118407,102263,0.032026,-0.036029,1.037843,75,15,80.14125263,4.00E+00
118583,102333,0.031025,-0.038031,1.034841,75,15,80.14125263,5.00E+00
118561,102357,0.036029,-0.036029,1.035842,75,15,80.14125263,5.00E+00
118497,102320,0.033027,-0.034028,1.040846,75,15,80.14125263,5.00E+00
118553,102301,0.035028,-0.034028,1.039845,75,15,80.14125263,5.00E+00
118751,102332,0.030024,-0.035028,1.03384,75,15,80.14063628,5.00E+00
119004,102386,0.032026,-0.038031,1.032839,75,15,80.14063628,4.00E+00
119278,102485,0.030024,-0.034028,1.034841,75,15,80.14063628,5.00E+00
119362,102468,0.030024,-0.035028,1.032839,75,15,80.14063628,5.00E+00
119328,102458,0.035028,-0.036029,1.036842,75,15,80.14063628,5.00E+00
119173,102493,0.034028,-0.036029,1.03384,75,15,80.14063628,4.00E+00
118949,102359,0.034028,-0.03703,1.038844,75,15,80.14063628,3.00E+00
119108,81594,0.026021,-0.02502,0.780634,75,15,80.14063628,5.00E+00
119120,101730,0.030024,-0.038031,1.03384,75,15,80.14063628,5.00E+00
119026,101633,0.032026,-0.033027,1.046851,75,15,80.14063628,5.00E+00
119346,101704,0.032026,-0.032026,1.044849,75,15,80.14063628,5.00E+00
119693,101825,0.032026,-0.036029,1.046851,75,15,80.14063628,5.00E+00
119996,101952,0.035028,-0.03703,1.044849,75,15,80.14063628,5.00E+00
120194,102064,0.035028,-0.036029,1.050854,75,15,80.14063628,5.00E+00
120359,102140,0.035028,-0.032026,1.048852,75,15,80.14063628,5.00E+00
120472,102202,0.036029,-0.03703,1.039845,75,15,80.14063628,5.00E+00
120632,102257,0.033027,-0.038031,1.043848,75,15,80.44491037,3.00E+00
120782,102295,0.035028,-0.036029,1.044849,75,15,80.44491037,5.00E+00
120954,102374,0.036029,-0.032026,1.044849,75,15,80.44491037,5.00E+00
117759,101241,0.032026,-0.031025,1.048852,75,15,80.44491037,5.00E+00
120495,102402,0.036029,-0.031025,1.044849,75,15,80.44491037,5.00E+00
118103,101248,0.031025,-0.035028,1.050854,75,15,80.44491037,5.00E+00
118267,101299,0.034028,-0.035028,1.043848,75,15,80.44491037,5.00E+00
118293,101348,0.032026,-0.036029,1.038844,75,15,80.44491037,4.00E+00
118337,101354,0.033027,-0.033027,1.042847,75,15,80.44491037,5.00E+00
118443,101372,0.033027,-0.034028,1.043848,75,15,80.44491037,5.00E+00
118656,101456,0.034028,-0.033027,1.040846,75,15,80.44491037,5.00E+00
118992,101557,0.035028,-0.035028,1.04585,75,15,80.44491037,5.00E+00
119255,101677,0.032026,-0.034028,1.039845,75,15,80.44491037,5.00E+00
119551,101788,0.032026,-0.032026,1.042847,75,15,80.44491037,5.00E+00
117697,101118,0.031025,-0.033027,1.042847,75,15,80.44491037,5.00E+00
117924,101163,0.032026,-0.033027,1.049853,75,15,80.44491037,5.00E+00
119756,101894,0.035028,-0.03703,1.044849,75,15,81.02521261,5.00E+00
119942,101969,0.03703,-0.036029,1.039845,75,15,81.02521261,5.00E+00
120091,102028,0.032026,-0.034028,1.040846,75,15,81.02521261,5.00E+00
120216,102082,0.034028,-0.030024,1.046851,75,15,81.02521261,5.00E+00
120408,102144,0.032026,-0.035028,1.047851,75,15,81.02521261,5.00E+00
120277,102208,0.03703,-0.031025,1.049853,75,15,81.02521261,5.00E+00
118383,101771,0.034028,-0.036029,1.04585,75,15,81.02521261,5.00E+00
117563,101148,0.032026,-0.034028,1.044849,75,15,81.02521261,5.00E+00
117521,100980,0.032026,-0.038031,1.040846,75,15,81.02521261,5.00E+00
117776,101056,0.034028,-0.036029,1.048852,75,15,81.02521261,5.00E+00
118171,101246,0.034028,-0.036029,1.043848,75,15,81.02521261,5.00E+00
118325,101329,0.034028,-0.029024,1.047851,75,15,81.02521261,5.00E+00
118283,101323,0.035028,-0.033027,1.04585,75,15,81.02521261,5.00E+00
118235,101318,0.030024,-0.038031,1.043848,75,15,81.02521261,5.00E+00
118376,101342,0.033027,-0.030024,1.04585,75,15,81.02521261,5.00E+00
118581,101406,0.032026,-0.036029,1.043848,75,15,81.02521261,5.00E+00
118914,101518,0.032026,-0.032026,1.043848,75,15,81.02521261,5.00E+00
119259,101663,0.031025,-0.039032,1.042847,75,15,80.83127255,5.00E+00
119584,101802,0.030024,-0.032026,1.040846,75,15,80.83127255,5.00E+00
119835,101931,0.036029,-0.035028,1.040846,75,15,80.83127255,5.00E+00
119975,102018,0.032026,-0.036029,1.040846,75,15,80.83127255,5.00E+00
120310,102147,0.032026,-0.032026,1.04585,75,15,80.83127255,5.00E+00
120496,102187,0.036029,-0.035028,1.04585,75,15,80.83127255,5.00E+00
120698,102270,0.031025,-0.03703,1.047851,75,15,80.83127255,5.00E+00
119650,102233,0.033027,-0.031025,1.041847,75,15,80.83127255,5.00E+00
118058,101472,0.030024,-0.032026,1.04585,75,15,80.83127255,5.00E+00
117661,101105,0.035028,-0.035028,1.04585,75,15,80.83127255,5.00E+00
117865,101099,0.036029,-0.042034,1.04585,75,15,80.83127255,4.00E+00
118225,101227,0.034028,-0.035028,1.042847,75,15,80.83127255,5.00E+00
118564,101383,0.032026,-0.034028,1.044849,75,15,80.83127255,5.00E+00
118772,101516,0.030024,-0.036029,1.04585,75,15,80.83127255,5.00E+00
118716,101552,0.028023,-0.034028,1.04585,75,15,80.83127255,5.00E+00
118519,101491,0.035028,-0.038031,1.04585,70.58823529,15,80.83127255,3.00E+00
118506,101437,0.034028,-0.036029,1.044849,70.58823529,15,79.83887928,5.00E+00
118699,101474,0.034028,-0.036029,1.041847,70.58823529,15,79.83887928,5.00E+00
118999,101574,0.030024,-0.036029,1.040846,70.58823529,15,79.83887928,5.00E+00
119309,101727,0.029024,-0.033027,1.041847,70.58823529,15,79.83887928,5.00E+00
119519,101859,0.029024,-0.030024,1.038844,70.58823529,15,79.83887928,5.00E+00
119752,101955,0.029024,-0.032026,1.043848,70.58823529,15,79.83887928,2.00E+00
119871,102000,0.036029,-0.036029,1.046851,70.58823529,15,79.83887928,5.00E+00
120011,102038,0.036029,-0.035028,1.043848,70.58823529,15,79.83887928,5.00E+00
119864,102169,0.033027,-0.031025,1.039845,70.58823529,15,79.83887928,5.00E+00
118240,101340,0.035028,-0.035028,1.044849,70.58823529,15,79.83887928,5.00E+00
118355,101370,0.034028,-0.034028,1.041847,70.58823529,15,79.83887928,5.00E+00
118601,101448,0.031025,-0.036029,1.042847,70.58823529,15,79.83887928,5.00E+00
118870,101583,0.028023,-0.034028,1.037843,70.58823529,15,79.83887928,5.00E+00
119206,101722,0.031025,-0.035028,1.041847,70.58823529,15,79.83887928,5.00E+00
